customer_id,delivered_order_count,total_purchase_value,first_order_date,last_order_date,recency_days,customer_tenure_days,customer_tenure_years,average_orders_per_year,average_order_value,customer_type,industry_segment,region,customer_rating,retention_status,customer_value_class,retention_priority_score,action_focus,retention_priority_rank
C0027,39,54309976.4,2019-03-25,2024-12-26,6,2109,5.77,6.75,1392563.5,Fleet Owner,Logistics,West,1,Active,Medium Value,21.08,Maintain engagement and encourage repeat purchases,453
C0188,39,54387524.8,2019-03-04,2024-12-27,5,2130,5.83,6.69,1394551.92,Corporate,Logistics,West,4,Active,Medium Value,20.94,Maintain engagement and encourage repeat purchases,454
C0067,31,55575120.6,2019-05-29,2024-12-30,2,2044,5.6,5.54,1792745.83,Retail,Manufacturing,West,3,Active,Medium Value,20.88,Maintain engagement and encourage repeat purchases,455
C0157,34,55572804.4,2019-02-15,2024-12-30,2,2147,5.88,5.78,1634494.25,Dealer,Infrastructure,North,1,Active,Medium Value,20.88,Maintain engagement and encourage repeat purchases,456
C0500,27,44474866.6,2019-01-06,2024-12-07,25,2187,5.99,4.51,1647217.28,Corporate,Infrastructure,East,3,Active,Low Value,20.62,Maintain engagement and encourage repeat purchases,457
C0036,31,48929201.8,2019-06-26,2024-12-18,14,2016,5.52,5.62,1578361.35,Fleet Owner,Construction,East,2,Active,Low Value,20.43,Maintain engagement and encourage repeat purchases,458
C0151,27,39556960.6,2019-03-03,2024-11-28,34,2131,5.83,4.63,1465072.61,Government,Infrastructure,East,5,Recently At Risk,Low Value,20.31,Run targeted re-engagement campaign,459
C0323,36,50291498.8,2019-01-11,2024-12-22,10,2182,5.97,6.03,1396986.08,Government,Manufacturing,West,2,Active,Medium Value,20.26,Maintain engagement and encourage repeat purchases,460
C0097,26,47499351.2,2019-03-22,2024-12-16,16,2112,5.78,4.5,1826898.12,Corporate,Construction,West,5,Active,Low Value,20.23,Maintain engagement and encourage repeat purchases,461
C0320,34,53574056.6,2019-04-01,2024-12-30,2,2102,5.75,5.91,1575707.55,Retail,Construction,North,1,Active,Medium Value,20.14,Maintain engagement and encourage repeat purchases,462
C0271,24,37757473.8,2019-06-05,2024-11-26,36,2037,5.58,4.3,1573228.08,Corporate,Infrastructure,South,5,Recently At Risk,Low Value,19.98,Run targeted re-engagement campaign,463
C0214,31,50612095.0,2019-01-12,2024-12-26,6,2181,5.97,5.19,1632648.23,Corporate,Rental,West,4,Active,Medium Value,19.71,Maintain engagement and encourage repeat purchases,464
C0096,34,51986858.4,2019-01-02,2024-12-30,2,2191,6.0,5.67,1529025.25,Corporate,Construction,South,3,Active,Medium Value,19.55,Maintain engagement and encourage repeat purchases,465
C0159,34,49934036.2,2019-02-02,2024-12-26,6,2160,5.91,5.75,1468648.12,Dealer,Construction,South,3,Active,Medium Value,19.46,Maintain engagement and encourage repeat purchases,466
C0458,38,50799400.6,2019-07-09,2024-12-28,4,2003,5.48,6.93,1336826.33,Dealer,Manufacturing,West,4,Active,Medium Value,19.45,Maintain engagement and encourage repeat purchases,467
C0019,37,42528118.4,2019-01-19,2024-12-10,22,2174,5.95,6.22,1149408.61,Government,Logistics,East,5,Active,Low Value,19.4,Maintain engagement and encourage repeat purchases,468
C0243,28,42431751.6,2019-11-20,2024-12-10,22,1869,5.12,5.47,1515419.7,Government,Construction,North,3,Active,Low Value,19.36,Maintain engagement and encourage repeat purchases,469
C0167,31,50383279.4,2019-01-03,2024-12-28,4,2190,6.0,5.17,1625267.08,Retail,Mining,West,4,Active,Medium Value,19.29,Maintain engagement and encourage repeat purchases,470
C0439,36,47576062.0,2019-03-21,2024-12-22,10,2113,5.79,6.22,1321557.28,Dealer,Construction,South,5,Active,Low Value,19.26,Maintain engagement and encourage repeat purchases,471
C0118,32,41835680.2,2019-02-03,2024-12-10,22,2159,5.91,5.41,1307365.01,Retail,Rental,South,4,Active,Low Value,19.14,Maintain engagement and encourage repeat purchases,472
C0437,30,46199550.2,2019-02-09,2024-12-21,11,2153,5.89,5.09,1539985.01,Dealer,Mining,West,3,Active,Low Value,18.92,Maintain engagement and encourage repeat purchases,473
C0322,28,40996678.0,2019-04-10,2024-12-10,22,2093,5.73,4.89,1464167.07,Government,Construction,West,2,Active,Low Value,18.83,Maintain engagement and encourage repeat purchases,474
C0194,33,48202752.8,2019-04-15,2024-12-26,6,2088,5.72,5.77,1460689.48,Fleet Owner,Construction,South,1,Active,Low Value,18.82,Maintain engagement and encourage repeat purchases,475
C0074,39,50426138.6,2019-01-10,2024-12-31,1,2183,5.98,6.53,1292977.91,Fleet Owner,Infrastructure,East,5,Active,Medium Value,18.81,Maintain engagement and encourage repeat purchases,476
C0204,31,39880662.0,2019-05-20,2024-12-08,24,2053,5.62,5.52,1286472.97,Retail,Rental,South,2,Active,Low Value,18.75,Maintain engagement and encourage repeat purchases,477
C0496,37,48190097.0,2019-02-17,2024-12-27,5,2145,5.87,6.3,1302435.05,Government,Infrastructure,East,5,Active,Low Value,18.65,Maintain engagement and encourage repeat purchases,478
C0262,26,36628894.0,2019-02-26,2024-12-04,28,2136,5.85,4.45,1408803.62,Corporate,Logistics,North,4,Active,Low Value,18.22,Maintain engagement and encourage repeat purchases,479
C0404,31,46035794.4,2019-02-10,2024-12-26,6,2152,5.89,5.26,1485025.63,Government,Mining,West,5,Active,Low Value,18.02,Maintain engagement and encourage repeat purchases,480
C0147,30,44007572.2,2019-07-21,2024-12-22,10,1991,5.45,5.5,1466919.07,Dealer,Rental,North,5,Active,Low Value,17.94,Maintain engagement and encourage repeat purchases,481
C0388,27,39389408.6,2019-03-21,2024-12-12,20,2113,5.79,4.67,1458866.99,Fleet Owner,Infrastructure,West,5,Active,Low Value,17.9,Maintain engagement and encourage repeat purchases,482
C0155,31,41576324.2,2019-11-15,2024-12-17,15,1874,5.13,6.04,1341171.75,Fleet Owner,Mining,East,5,Active,Low Value,17.88,Maintain engagement and encourage repeat purchases,483
C0208,30,46904115.8,2019-01-20,2024-12-30,2,2173,5.95,5.04,1563470.53,Fleet Owner,Logistics,North,4,Active,Low Value,17.67,Maintain engagement and encourage repeat purchases,484
C0392,31,38571708.8,2019-02-11,2024-12-12,20,2151,5.89,5.26,1244248.67,Fleet Owner,Logistics,East,2,Active,Low Value,17.6,Maintain engagement and encourage repeat purchases,485
C0014,27,41523847.6,2019-03-05,2024-12-21,11,2129,5.83,4.63,1537920.28,Fleet Owner,Construction,East,2,Active,Low Value,17.19,Maintain engagement and encourage repeat purchases,486
C0303,27,32465859.6,2019-04-05,2024-12-01,31,2098,5.74,4.7,1202439.24,Corporate,Mining,West,3,Recently At Risk,Low Value,17.18,Run targeted re-engagement campaign,487
C0317,32,43291415.2,2019-01-17,2024-12-25,7,2176,5.96,5.37,1352856.72,Corporate,Manufacturing,South,3,Active,Low Value,17.17,Maintain engagement and encourage repeat purchases,488
C0309,31,38065991.6,2019-03-04,2024-12-17,15,2130,5.83,5.32,1227935.21,Government,Manufacturing,West,4,Active,Low Value,16.58,Maintain engagement and encourage repeat purchases,489
C0183,27,32313901.0,2019-02-03,2024-12-05,27,2159,5.91,4.57,1196811.15,Government,Mining,West,4,Active,Low Value,16.46,Maintain engagement and encourage repeat purchases,490
C0170,27,38882680.4,2019-03-21,2024-12-20,12,2113,5.79,4.67,1440099.27,Government,Construction,South,4,Active,Low Value,16.38,Maintain engagement and encourage repeat purchases,491
C0104,34,42120081.4,2019-04-06,2024-12-30,2,2097,5.74,5.92,1238825.92,Fleet Owner,Infrastructure,South,1,Active,Low Value,15.91,Maintain engagement and encourage repeat purchases,492
C0174,29,29793255.0,2019-01-11,2024-12-03,29,2182,5.97,4.85,1027353.62,Government,Mining,West,2,Active,Low Value,15.86,Maintain engagement and encourage repeat purchases,493
C0452,35,40090449.2,2019-03-05,2024-12-27,5,2129,5.83,6.0,1145441.41,Fleet Owner,Mining,South,1,Active,Low Value,15.66,Maintain engagement and encourage repeat purchases,494
C0125,30,31904862.6,2019-02-17,2024-12-09,23,2145,5.87,5.11,1063495.42,Government,Mining,West,4,Active,Low Value,15.64,Maintain engagement and encourage repeat purchases,495
C0180,27,30093537.8,2019-01-04,2024-12-10,22,2189,5.99,4.51,1114575.47,Fleet Owner,Logistics,South,3,Active,Low Value,14.8,Maintain engagement and encourage repeat purchases,496
C0177,28,35762840.4,2019-04-01,2024-12-25,7,2102,5.75,4.87,1277244.3,Dealer,Construction,West,1,Active,Low Value,14.39,Maintain engagement and encourage repeat purchases,497
C0145,33,34445949.4,2019-04-01,2024-12-29,3,2102,5.75,5.73,1043816.65,Retail,Construction,West,3,Active,Low Value,13.24,Maintain engagement and encourage repeat purchases,498
C0347,24,22536660.4,2019-03-04,2024-12-03,29,2130,5.83,4.12,939027.52,Retail,Mining,North,4,Active,Low Value,13.18,Maintain engagement and encourage repeat purchases,499
C0108,24,31126705.0,2019-01-03,2024-12-29,3,2190,6.0,4.0,1296946.04,Corporate,Rental,North,4,Active,Low Value,12.01,Maintain engagement and encourage repeat purchases,500
