customer_id,customer_type,industry_segment,region,unique_products_purchased,total_product_units,total_product_revenue,total_product_gross_value,avg_revenue_per_product,product_diversification_class,cross_sell_opportunity_score,cross_sell_opportunity_class,cross_sell_priority_rank,action_focus
C0452,Fleet Owner,Mining,South,30,2143,31479440,40090449.2,1049314.6666666667,Highly Diversified,0.0,Low Cross-Sell Opportunity,470,Maintain product engagement and monitor purchasing breadth
C0204,Retail,Rental,South,30,1913,31359900,39880662.0,1045330.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,471,Maintain product engagement and monitor purchasing breadth
C0144,Fleet Owner,Construction,West,30,1709,31072090,39589546.2,1035736.3333333334,Highly Diversified,0.0,Low Cross-Sell Opportunity,472,Maintain product engagement and monitor purchasing breadth
C0487,Dealer,Mining,South,30,1785,31063950,39512216.0,1035465.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,473,Maintain product engagement and monitor purchasing breadth
C0151,Government,Infrastructure,East,30,1902,31051670,39556960.6,1035055.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,474,Maintain product engagement and monitor purchasing breadth
C0336,Government,Rental,East,30,1916,30736480,39095696.4,1024549.3333333334,Highly Diversified,0.0,Low Cross-Sell Opportunity,475,Maintain product engagement and monitor purchasing breadth
C0091,Retail,Construction,South,30,1952,30689510,39090471.8,1022983.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,476,Maintain product engagement and monitor purchasing breadth
C0117,Government,Mining,North East,30,1951,30628680,38951277.4,1020956.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,477,Maintain product engagement and monitor purchasing breadth
C0170,Government,Construction,South,30,1743,30542780,38882680.4,1018092.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,478,Maintain product engagement and monitor purchasing breadth
C0392,Fleet Owner,Logistics,East,30,1721,30249660,38571708.8,1008322.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,479,Maintain product engagement and monitor purchasing breadth
C0028,Retail,Infrastructure,South,30,1843,30031300,38208624.0,1001043.3333333334,Highly Diversified,0.0,Low Cross-Sell Opportunity,480,Maintain product engagement and monitor purchasing breadth
C0309,Government,Manufacturing,West,30,1823,29869120,38065991.6,995637.3333333334,Highly Diversified,0.0,Low Cross-Sell Opportunity,481,Maintain product engagement and monitor purchasing breadth
C0479,Retail,Construction,West,30,1748,29592950,37716131.0,986431.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,482,Maintain product engagement and monitor purchasing breadth
C0334,Corporate,Mining,South,30,1866,29449120,37526956.6,981637.3333333334,Highly Diversified,0.0,Low Cross-Sell Opportunity,483,Maintain product engagement and monitor purchasing breadth
C0139,Government,Mining,West,30,1729,29295750,37337910.0,976525.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,484,Maintain product engagement and monitor purchasing breadth
C0238,Corporate,Construction,South,30,1858,28891440,36717219.2,963048.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,485,Maintain product engagement and monitor purchasing breadth
C0262,Corporate,Logistics,North,30,1739,28771050,36628894.0,959035.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,486,Maintain product engagement and monitor purchasing breadth
C0007,Corporate,Manufacturing,West,30,1908,28648240,36509378.2,954941.3333333334,Highly Diversified,0.0,Low Cross-Sell Opportunity,487,Maintain product engagement and monitor purchasing breadth
C0177,Dealer,Construction,West,30,2001,28125780,35762840.4,937526.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,488,Maintain product engagement and monitor purchasing breadth
C0279,Dealer,Rental,West,30,1973,27795350,35292218.0,926511.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,489,Maintain product engagement and monitor purchasing breadth
C0145,Retail,Construction,West,30,1817,27079080,34445949.4,902636.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,490,Maintain product engagement and monitor purchasing breadth
C0061,Dealer,Construction,West,30,1352,26564250,33890240.0,885475.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,491,Maintain product engagement and monitor purchasing breadth
C0303,Corporate,Mining,West,30,1711,25492220,32465859.6,849740.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,492,Maintain product engagement and monitor purchasing breadth
C0183,Government,Mining,West,30,1812,25426200,32313901.0,847540.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,493,Maintain product engagement and monitor purchasing breadth
C0353,Dealer,Manufacturing,North,30,1680,25154270,31979908.6,838475.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,494,Maintain product engagement and monitor purchasing breadth
C0125,Government,Mining,West,30,1586,25077820,31904862.6,835927.3333333334,Highly Diversified,0.0,Low Cross-Sell Opportunity,495,Maintain product engagement and monitor purchasing breadth
C0456,Corporate,Mining,North,30,1488,24747800,31514609.0,824926.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,496,Maintain product engagement and monitor purchasing breadth
C0108,Corporate,Rental,North,30,1618,24485250,31126705.0,816175.0,Highly Diversified,0.0,Low Cross-Sell Opportunity,497,Maintain product engagement and monitor purchasing breadth
C0292,Corporate,Rental,Central,30,1511,24356960,30979627.8,811898.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,498,Maintain product engagement and monitor purchasing breadth
C0174,Government,Mining,West,30,1708,23386250,29793255.0,779541.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,499,Maintain product engagement and monitor purchasing breadth
C0347,Retail,Mining,North,30,1322,17721530,22536660.4,590717.6666666666,Highly Diversified,0.0,Low Cross-Sell Opportunity,500,Maintain product engagement and monitor purchasing breadth
