customer_id,customer_type,industry_segment,region,credit_limit,customer_rating,first_purchase_date,last_purchase_date,customer_tenure_days,recency_days,delivered_order_count,total_revenue,average_order_value,recency_segment,frequency_segment,monetary_segment,recency_score,frequency_score,monetary_score,retention_score,churn_risk_score,churn_risk_class,retention_class,retention_priority_score,retention_priority_rank
C0190,Retail,Manufacturing,North,49811,1,2019-05-15,2024-12-29,2058,3,35,56351528.4,1610043.6685714286,Very Recent Customer,High Frequency,Medium-Low Value,100,45.9,44.2,72.53,27.47,Very Low Churn Risk,Strongly Retained,14.31,341
C0247,Corporate,Logistics,East,294502,2,2019-02-14,2024-11-13,2148,49,39,67759559.60000001,1737424.6051282054,Recent Customer,High Frequency,High Value,80,71.7,77.0,77.18,22.82,Very Low Churn Risk,Highly Retained,14.29,342
C0108,Corporate,Rental,North,676059,4,2019-01-03,2024-12-29,2190,3,24,31126705.0,1296946.0416666667,Very Recent Customer,Medium Frequency,Low Value,100,0.7000000000000001,1.0,50.42,49.58,Low Churn Risk,Moderately Retained,14.26,343
C0052,Government,Manufacturing,North East,1297924,2,2019-02-12,2024-12-11,2150,21,35,56612172.2,1617490.6342857145,Very Recent Customer,High Frequency,Medium-Low Value,100,45.9,45.4,72.82,27.18,Very Low Churn Risk,Strongly Retained,14.22,344
C0152,Corporate,Manufacturing,South,227415,2,2019-03-10,2024-11-18,2124,44,40,62249804.2,1556245.105,Recent Customer,Very High Frequency,Medium-High Value,80,76.4,65.2,75.4,24.6,Very Low Churn Risk,Highly Retained,14.15,345
C0426,Dealer,Infrastructure,North East,332893,1,2019-02-20,2024-12-03,2142,29,35,57207251.0,1634492.8857142858,Very Recent Customer,High Frequency,Medium-Low Value,100,45.9,48.4,73.58,26.42,Very Low Churn Risk,Strongly Retained,13.97,346
C0280,Corporate,Construction,West,252022,4,2019-01-12,2024-11-05,2181,57,42,59078520.8,1406631.4476190475,Recent Customer,Very High Frequency,Medium-High Value,80,83.1,54.800000000000004,74.47,25.53,Very Low Churn Risk,Strongly Retained,13.94,347
C0211,Fleet Owner,Manufacturing,South,323531,1,2019-03-06,2024-11-20,2128,42,42,59389779.2,1414042.361904762,Recent Customer,Very High Frequency,Medium-High Value,80,83.1,55.800000000000004,74.72,25.28,Very Low Churn Risk,Strongly Retained,13.88,348
C0128,Retail,Mining,West,39121,1,2019-01-02,2024-12-18,2191,14,33,69172996.2,2096151.4000000001,Very Recent Customer,High Frequency,High Value,100,33.5,79.80000000000001,78.32,21.68,Very Low Churn Risk,Highly Retained,13.86,349
C0398,Government,Rental,South,1207145,5,2019-09-10,2024-12-02,1940,30,35,57843305.6,1652665.8742857142,Very Recent Customer,High Frequency,Medium-High Value,100,45.9,50.6,74.12,25.88,Very Low Churn Risk,Strongly Retained,13.84,350
C0439,Dealer,Construction,South,280679,5,2019-03-21,2024-12-22,2113,10,36,47576062.0,1321557.2777777778,Very Recent Customer,High Frequency,Low Value,100,53.300000000000004,21.0,68.58,31.42,Low Churn Risk,Strongly Retained,13.82,351
C0253,Retail,Rental,West,43197,2,2019-03-28,2024-11-27,2106,35,39,72946151.6,1870414.1435897434,Recent Customer,High Frequency,High Value,80,71.7,86.4,79.53,20.47,Very Low Churn Risk,Highly Retained,13.8,352
C0323,Government,Manufacturing,West,717071,2,2019-01-11,2024-12-22,2182,10,36,50291498.8,1396986.0777777778,Very Recent Customer,High Frequency,Medium-Low Value,100,53.300000000000004,28.199999999999996,70.38,29.62,Very Low Churn Risk,Strongly Retained,13.77,353
C0241,Government,Construction,West,973243,1,2019-02-01,2024-10-31,2161,62,39,73396972.0,1881973.641025641,Recent Customer,High Frequency,High Value,80,71.7,87.2,79.72,20.28,Very Low Churn Risk,Highly Retained,13.76,354
C0269,Government,Mining,South,1060345,1,2019-01-12,2024-11-22,2181,40,41,61642030.4,1503464.156097561,Recent Customer,Very High Frequency,Medium-High Value,80,80.0,63.4,75.85,24.15,Very Low Churn Risk,Highly Retained,13.76,355
C0443,Dealer,Infrastructure,East,466614,1,2019-03-27,2024-11-18,2107,44,40,64951558.8,1623788.97,Recent Customer,Very High Frequency,Medium-High Value,80,76.4,72.0,77.1,22.9,Very Low Churn Risk,Highly Retained,13.75,356
C0181,Government,Construction,West,766249,5,2019-04-13,2024-12-15,2090,17,36,53087081.0,1474641.138888889,Very Recent Customer,High Frequency,Medium-Low Value,100,53.300000000000004,35.0,72.08,27.92,Very Low Churn Risk,Strongly Retained,13.7,357
C0138,Corporate,Mining,South,251506,5,2019-01-10,2024-12-25,2183,7,34,62582651.4,1840666.217647059,Very Recent Customer,High Frequency,Medium-High Value,100,39.900000000000006,65.8,76.42,23.58,Very Low Churn Risk,Highly Retained,13.64,358
C0452,Fleet Owner,Mining,South,362507,1,2019-03-05,2024-12-27,2129,5,35,40090449.2,1145441.4057142858,Very Recent Customer,High Frequency,Low Value,100,45.9,6.800000000000001,63.18,36.82,Low Churn Risk,Strongly Retained,13.64,359
C0413,Fleet Owner,Manufacturing,South,225464,1,2019-02-06,2024-11-08,2156,54,41,62380011.4,1521463.6926829268,Recent Customer,Very High Frequency,Medium-High Value,80,80.0,65.60000000000001,76.4,23.6,Very Low Churn Risk,Highly Retained,13.61,360
C0370,Corporate,Infrastructure,East,375748,4,2019-02-18,2024-12-18,2144,14,36,53881174.6,1496699.2944444446,Very Recent Customer,High Frequency,Medium-Low Value,100,53.300000000000004,37.4,72.68,27.32,Very Low Churn Risk,Strongly Retained,13.6,361
C0180,Fleet Owner,Logistics,South,747590,3,2019-01-04,2024-12-10,2189,22,27,30093537.8,1114575.474074074,Very Recent Customer,Medium Frequency,Low Value,100,5.1,0.6,51.42,48.58,Low Churn Risk,Moderately Retained,13.51,362
C0125,Government,Mining,West,557944,4,2019-02-17,2024-12-09,2145,23,30,31904862.6,1063495.4200000002,Very Recent Customer,High Frequency,Low Value,100,15.6,1.4000000000000001,54.25,45.75,Low Churn Risk,Moderately Retained,13.49,363
C0343,Corporate,Construction,West,994769,1,2019-02-28,2024-11-21,2134,41,40,68419201.6,1710480.0399999998,Recent Customer,Very High Frequency,High Value,80,76.4,78.60000000000001,78.75,21.25,Very Low Churn Risk,Highly Retained,13.44,364
C0168,Dealer,Infrastructure,West,238781,1,2019-06-02,2024-12-18,2040,14,34,64028787.0,1883199.6176470588,Very Recent Customer,High Frequency,Medium-High Value,100,39.900000000000006,69.39999999999999,77.32,22.68,Very Low Churn Risk,Highly Retained,13.42,365
C0169,Fleet Owner,Construction,West,693290,4,2019-03-25,2024-10-27,2109,66,40,69450095.6,1736252.39,Recent Customer,Very High Frequency,High Value,80,76.4,81.0,79.35,20.65,Very Low Churn Risk,Highly Retained,13.25,366
C0394,Government,Construction,South,685435,4,2019-03-08,2024-11-21,2126,41,40,69936379.2,1748409.48,Recent Customer,Very High Frequency,High Value,80,76.4,82.39999999999999,79.7,20.3,Very Low Churn Risk,Highly Retained,13.12,367
C0145,Retail,Construction,West,49522,3,2019-04-01,2024-12-29,2102,3,33,34445949.4,1043816.6484848484,Very Recent Customer,High Frequency,Low Value,100,33.5,2.4,58.98,41.02,Low Churn Risk,Moderately Retained,13.06,368
C0300,Dealer,Mining,North,121112,1,2019-05-05,2024-11-18,2068,44,40,72746205.0,1818655.125,Recent Customer,Very High Frequency,High Value,80,76.4,86.0,80.6,19.4,Very Low Churn Risk,Highly Retained,13.04,369
C0496,Government,Infrastructure,East,993386,5,2019-02-17,2024-12-27,2145,5,37,48190097.0,1302435.054054054,Very Recent Customer,High Frequency,Low Value,100,60.6,22.400000000000002,70.75,29.25,Very Low Churn Risk,Strongly Retained,13.03,370
C0174,Government,Mining,West,1316961,2,2019-01-11,2024-12-03,2182,29,29,29793255.0,1027353.6206896552,Very Recent Customer,Medium Frequency,Low Value,100,11.5,0.4,52.98,47.02,Low Churn Risk,Moderately Retained,12.95,371
C0383,Fleet Owner,Infrastructure,North,316263,5,2019-02-18,2024-11-19,2144,43,41,68192154.0,1663223.268292683,Recent Customer,Very High Frequency,High Value,80,80.0,78.2,79.55,20.45,Very Low Churn Risk,Highly Retained,12.89,372
C0019,Government,Logistics,East,678408,5,2019-01-19,2024-12-10,2174,22,37,42528118.4,1149408.6054054054,Very Recent Customer,High Frequency,Low Value,100,60.6,9.8,67.6,32.4,Low Churn Risk,Strongly Retained,12.73,373
C0340,Government,Mining,South,610937,3,2019-01-05,2024-12-04,2188,28,35,63532821.6,1815223.4742857143,Very Recent Customer,High Frequency,Medium-High Value,100,45.9,68.4,78.58,21.42,Very Low Churn Risk,Highly Retained,12.58,374
C0409,Government,Logistics,West,990136,1,2019-01-19,2024-10-09,2174,84,45,60821412.6,1351586.9466666668,Recent Customer,Very High Frequency,Medium-High Value,80,91.0,60.4,77.85,22.15,Very Low Churn Risk,Highly Retained,12.45,375
C0278,Fleet Owner,Logistics,West,312177,4,2019-08-12,2024-12-03,1969,29,38,47107787.2,1239678.6105263159,Very Recent Customer,High Frequency,Low Value,100,66.10000000000001,19.6,71.43,28.57,Very Low Churn Risk,Strongly Retained,12.44,376
C0065,Corporate,Mining,West,464475,4,2019-01-07,2024-12-12,2186,20,36,59751563.6,1659765.6555555556,Very Recent Customer,High Frequency,Medium-High Value,100,53.300000000000004,56.8,77.53,22.47,Very Low Churn Risk,Highly Retained,12.41,377
C0081,Corporate,Rental,West,208371,1,2019-01-03,2024-12-23,2190,9,37,56355210.0,1523113.7837837837,Very Recent Customer,High Frequency,Medium-Low Value,100,60.6,44.4,76.25,23.75,Very Low Churn Risk,Highly Retained,12.37,378
C0286,Dealer,Construction,South,168144,2,2019-01-06,2024-12-29,2187,3,36,60273490.2,1674263.6166666667,Very Recent Customer,High Frequency,Medium-High Value,100,53.300000000000004,58.4,77.92,22.08,Very Low Churn Risk,Highly Retained,12.3,379
C0042,Fleet Owner,Rental,South,731768,4,2019-01-25,2024-10-13,2168,80,41,73882726.2,1802017.712195122,Recent Customer,Very High Frequency,High Value,80,80.0,88.2,82.05,17.95,Very Low Churn Risk,Highly Retained,12.26,380
C0354,Corporate,Logistics,South,261489,2,2019-01-06,2024-12-25,2187,7,37,56690884.8,1532186.0756756756,Very Recent Customer,High Frequency,Medium-Low Value,100,60.6,45.800000000000004,76.6,23.4,Very Low Churn Risk,Highly Retained,12.26,381
C0429,Fleet Owner,Logistics,West,375146,3,2019-02-08,2024-10-21,2154,72,42,69444114.2,1653431.2904761906,Recent Customer,Very High Frequency,High Value,80,83.1,80.80000000000001,80.97,19.03,Very Low Churn Risk,Highly Retained,12.21,382
C0026,Fleet Owner,Mining,North,172621,5,2019-01-09,2024-12-29,2184,3,36,60554977.0,1682082.6944444445,Very Recent Customer,High Frequency,Medium-High Value,100,53.300000000000004,60.0,78.32,21.68,Very Low Churn Risk,Highly Retained,12.13,383
C0458,Dealer,Manufacturing,West,162635,4,2019-07-09,2024-12-28,2003,4,38,50799400.6,1336826.3315789474,Very Recent Customer,High Frequency,Medium-Low Value,100,66.10000000000001,30.8,74.23,25.77,Very Low Churn Risk,Strongly Retained,12.1,384
C0232,Government,Mining,South,1074153,1,2019-01-24,2024-12-29,2169,3,37,57544368.0,1555253.189189189,Very Recent Customer,High Frequency,Medium-Low Value,100,60.6,49.4,77.5,22.5,Very Low Churn Risk,Highly Retained,11.97,385
C0209,Corporate,Infrastructure,East,834417,5,2019-10-18,2024-11-22,1902,40,44,65445658.4,1487401.3272727272,Recent Customer,Very High Frequency,Medium-High Value,80,88.0,73.0,80.25,19.75,Very Low Churn Risk,Highly Retained,11.95,386
C0071,Corporate,Rental,North,735733,2,2019-01-24,2024-11-26,2169,36,42,72076738.0,1716112.8095238095,Recent Customer,Very High Frequency,High Value,80,83.1,85.2,82.08,17.92,Very Low Churn Risk,Highly Retained,11.94,387
C0217,Corporate,Infrastructure,North,777454,5,2019-01-19,2024-12-18,2174,14,36,61360958.2,1704471.0611111112,Very Recent Customer,High Frequency,Medium-High Value,100,53.300000000000004,62.6,78.98,21.02,Very Low Churn Risk,Highly Retained,11.92,388
C0407,Dealer,Logistics,South,379116,2,2019-02-01,2024-12-25,2161,7,38,54609453.4,1437090.8789473684,Very Recent Customer,High Frequency,Medium-Low Value,100,66.10000000000001,39.6,76.43,23.57,Very Low Churn Risk,Highly Retained,11.9,389
C0307,Dealer,Manufacturing,West,302503,1,2019-01-15,2024-11-24,2178,38,42,73655534.6,1753703.2047619047,Recent Customer,Very High Frequency,High Value,80,83.1,87.6,82.68,17.32,Very Low Churn Risk,Highly Retained,11.79,390
C0375,Fleet Owner,Mining,West,243350,1,2019-02-20,2024-11-03,2142,59,42,81286325.6,1935388.7047619047,Recent Customer,Very High Frequency,High Value,80,83.1,94.6,84.42,15.58,Very Low Churn Risk,Highly Retained,11.7,391
C0275,Fleet Owner,Construction,West,651275,5,2019-06-17,2024-11-06,2025,56,45,64270295.0,1428228.7777777778,Recent Customer,Very High Frequency,Medium-High Value,80,91.0,70.39999999999999,80.35,19.65,Very Low Churn Risk,Highly Retained,11.67,392
C0087,Government,Logistics,South,831098,3,2019-01-22,2024-12-17,2171,15,39,50370513.4,1291551.6256410256,Very Recent Customer,High Frequency,Medium-Low Value,100,71.7,28.799999999999997,75.12,24.88,Very Low Churn Risk,Highly Retained,11.58,393
C0010,Dealer,Construction,South,277717,5,2019-01-23,2024-11-27,2170,35,46,63051038.4,1370674.7478260868,Recent Customer,Very High Frequency,Medium-High Value,80,93.2,67.4,80.15,19.85,Very Low Churn Risk,Highly Retained,11.57,394
C0016,Government,Rental,East,1033243,4,2019-01-18,2024-12-18,2175,14,35,70872336.2,2024923.8914285714,Very Recent Customer,High Frequency,High Value,100,45.9,83.6,82.38,17.62,Very Low Churn Risk,Highly Retained,11.54,395
C0074,Fleet Owner,Infrastructure,East,259356,5,2019-01-10,2024-12-31,2183,1,39,50426138.6,1292977.912820513,Very Recent Customer,High Frequency,Medium-Low Value,100,71.7,29.4,75.27,24.73,Very Low Churn Risk,Highly Retained,11.53,396
C0393,Retail,Rental,East,41273,3,2019-03-27,2024-12-18,2107,14,39,51240981.8,1313871.3282051282,Very Recent Customer,High Frequency,Medium-Low Value,100,71.7,31.4,75.77,24.23,Very Low Churn Risk,Highly Retained,11.47,397
C0302,Fleet Owner,Mining,West,698314,1,2019-02-05,2024-12-24,2157,8,36,63607092.0,1766863.6666666667,Very Recent Customer,High Frequency,Medium-High Value,100,53.300000000000004,68.8,80.53,19.47,Very Low Churn Risk,Highly Retained,11.45,398
C0329,Dealer,Infrastructure,Central,434298,1,2019-01-03,2024-12-26,2190,6,36,64307436.8,1786317.6888888888,Very Recent Customer,High Frequency,Medium-High Value,100,53.300000000000004,70.6,80.97,19.03,Very Low Churn Risk,Highly Retained,11.31,399
C0027,Fleet Owner,Logistics,West,119712,1,2019-03-25,2024-12-26,2109,6,39,54309976.4,1392563.4974358974,Very Recent Customer,High Frequency,Medium-Low Value,100,71.7,38.6,77.58,22.42,Very Low Churn Risk,Highly Retained,11.25,400
C0188,Corporate,Logistics,West,261082,4,2019-03-04,2024-12-27,2130,5,39,54387524.8,1394551.917948718,Very Recent Customer,High Frequency,Medium-Low Value,100,71.7,38.800000000000004,77.62,22.38,Very Low Churn Risk,Highly Retained,11.25,401
C0160,Retail,Rental,West,45628,2,2019-02-19,2024-11-23,2143,39,44,70762190.2,1608231.5954545455,Recent Customer,Very High Frequency,High Value,80,88.0,83.39999999999999,82.85,17.15,Very Low Churn Risk,Highly Retained,11.22,402
C0032,Government,Logistics,West,1262598,5,2019-01-23,2024-10-25,2170,68,44,71991263.0,1636165.0681818181,Recent Customer,Very High Frequency,High Value,80,88.0,84.8,83.2,16.8,Very Low Churn Risk,Highly Retained,11.18,403
C0273,Dealer,Manufacturing,East,181148,1,2019-05-04,2024-12-31,2069,1,37,60830001.0,1644054.0810810812,Very Recent Customer,High Frequency,Medium-High Value,100,60.6,60.6,80.3,19.7,Very Low Churn Risk,Highly Retained,11.08,404
C0467,Retail,Construction,North,10621,5,2019-01-02,2024-11-06,2191,56,48,62880162.4,1310003.3833333333,Recent Customer,Very High Frequency,Medium-High Value,80,96.8,67.0,80.95,19.05,Very Low Churn Risk,Highly Retained,11.07,405
C0237,Dealer,Infrastructure,South,488722,5,2019-01-28,2024-10-15,2165,78,44,74820743.4,1700471.4409090912,Recent Customer,Very High Frequency,High Value,80,88.0,89.2,84.3,15.7,Very Low Churn Risk,Highly Retained,10.86,406
C0013,Dealer,Construction,West,425862,2,2019-01-02,2024-10-27,2191,66,44,76843692.4,1746447.5545454547,Recent Customer,Very High Frequency,High Value,80,88.0,91.0,84.75,15.25,Very Low Churn Risk,Highly Retained,10.83,407
C0440,Retail,Manufacturing,South,17475,5,2019-01-29,2024-10-21,2164,72,44,82426773.6,1873335.7636363634,Recent Customer,Very High Frequency,High Value,80,88.0,95.39999999999999,85.85,14.15,Very Low Churn Risk,Highly Retained,10.78,408
C0448,Fleet Owner,Logistics,East,796652,4,2019-03-13,2024-12-11,2121,21,36,68495840.4,1902662.2333333334,Very Recent Customer,High Frequency,High Value,100,53.300000000000004,78.8,83.02,16.98,Very Low Churn Risk,Highly Retained,10.75,409
C0060,Dealer,Mining,South,350950,1,2019-07-20,2024-11-24,1992,38,44,77163010.4,1753704.781818182,Recent Customer,Very High Frequency,High Value,80,88.0,91.8,84.95,15.05,Very Low Churn Risk,Highly Retained,10.73,410
C0255,Retail,Infrastructure,South,22302,4,2019-01-05,2024-11-11,2188,51,45,71144094.2,1580979.8711111112,Recent Customer,Very High Frequency,High Value,80,91.0,83.8,83.7,16.3,Very Low Churn Risk,Highly Retained,10.72,411
C0328,Government,Rental,East,1177052,4,2019-01-03,2024-12-05,2190,27,37,62646507.6,1693148.854054054,Very Recent Customer,High Frequency,Medium-High Value,100,60.6,66.2,81.7,18.3,Very Low Churn Risk,Highly Retained,10.6,412
C0083,Dealer,Infrastructure,North,214857,2,2019-05-23,2024-10-04,2050,89,45,89672688.2,1992726.4044444445,Recent Customer,Very High Frequency,High Value,80,91.0,98.2,87.3,12.7,Very Low Churn Risk,Highly Retained,10.53,413
C0068,Retail,Mining,North,27354,1,2019-03-11,2024-12-06,2123,26,39,57372766.4,1471096.5743589744,Very Recent Customer,High Frequency,Medium-Low Value,100,71.7,49.2,80.22,19.78,Very Low Churn Risk,Highly Retained,10.49,414
C0054,Fleet Owner,Manufacturing,South,225508,2,2019-01-31,2024-12-14,2162,18,37,63424926.8,1714187.2108108108,Very Recent Customer,High Frequency,Medium-High Value,100,60.6,68.2,82.2,17.8,Very Low Churn Risk,Highly Retained,10.43,415
C0207,Corporate,Rental,East,463240,1,2019-02-10,2024-10-13,2152,80,45,87068691.0,1934859.8,Recent Customer,Very High Frequency,High Value,80,91.0,97.2,87.05,12.95,Very Low Churn Risk,Highly Retained,10.42,416
C0347,Retail,Mining,North,33854,4,2019-03-04,2024-12-03,2130,29,24,22536660.4,939027.5166666666,Very Recent Customer,Medium Frequency,Low Value,100,0.7000000000000001,0.2,50.22,49.78,Low Churn Risk,Moderately Retained,10.37,417
C0005,Dealer,Construction,West,380783,2,2019-02-28,2024-10-04,2134,89,45,74996415.4,1666587.008888889,Recent Customer,Very High Frequency,High Value,80,91.0,89.4,85.1,14.9,Very Low Churn Risk,Highly Retained,10.33,418
C0420,Retail,Rental,South,44758,3,2019-01-10,2024-11-22,2183,40,46,92482888.8,2010497.5826086956,Recent Customer,Very High Frequency,High Value,80,93.2,98.8,88.0,12.0,Very Low Churn Risk,Highly Retained,10.26,419
C0240,Corporate,Manufacturing,South,695741,1,2019-02-19,2024-11-10,2143,52,46,92835709.4,2018167.595652174,Recent Customer,Very High Frequency,High Value,80,93.2,99.0,88.05,11.95,Very Low Churn Risk,Highly Retained,10.25,420
C0076,Government,Mining,South,1094151,2,2019-01-12,2024-10-06,2181,87,45,80026994.2,1778377.648888889,Recent Customer,Very High Frequency,High Value,80,91.0,94.0,86.25,13.75,Very Low Churn Risk,Highly Retained,10.17,421
C0058,Retail,Infrastructure,West,43362,3,2019-01-23,2024-12-24,2170,8,40,56831525.0,1420788.125,Very Recent Customer,Very High Frequency,Medium-Low Value,100,76.4,46.6,80.75,19.25,Very Low Churn Risk,Highly Retained,10.11,422
C0119,Government,Manufacturing,West,1079453,4,2019-01-07,2024-10-26,2186,67,51,67143205.2,1316533.4352941178,Recent Customer,Very High Frequency,High Value,80,99.1,75.8,83.72,16.28,Very Low Churn Risk,Highly Retained,10.1,423
C0017,Government,Infrastructure,South,1155360,1,2019-01-31,2024-12-21,2162,11,39,59194497.0,1517807.6153846155,Very Recent Customer,High Frequency,Medium-High Value,100,71.7,55.2,81.72,18.28,Very Low Churn Risk,Highly Retained,10.0,424
C0399,Fleet Owner,Rental,South,384480,3,2019-01-03,2024-12-25,2190,7,39,59287998.0,1520205.076923077,Very Recent Customer,High Frequency,Medium-High Value,100,71.7,55.60000000000001,81.82,18.18,Very Low Churn Risk,Highly Retained,9.96,425
C0359,Fleet Owner,Mining,South,413735,3,2019-02-12,2024-11-28,2150,34,46,85617784.0,1861256.1739130435,Recent Customer,Very High Frequency,High Value,80,93.2,96.8,87.5,12.5,Very Low Churn Risk,Highly Retained,9.89,426
C0242,Government,Construction,South,568255,3,2019-01-30,2024-11-18,2163,44,47,73225487.6,1557989.0978723404,Recent Customer,Very High Frequency,High Value,80,95.1,86.8,85.48,14.52,Very Low Churn Risk,Highly Retained,9.83,427
C0219,Government,Manufacturing,West,1072558,2,2019-01-09,2024-12-21,2184,11,39,59976015.0,1537846.5384615385,Very Recent Customer,High Frequency,Medium-High Value,100,71.7,57.4,82.28,17.72,Very Low Churn Risk,Highly Retained,9.82,428
C0196,Fleet Owner,Rental,North East,318408,3,2019-01-09,2024-10-28,2184,65,48,71291851.6,1485246.9083333332,Recent Customer,Very High Frequency,High Value,80,96.8,84.0,85.2,14.8,Very Low Churn Risk,Highly Retained,9.75,429
C0481,Corporate,Logistics,South,437015,5,2019-01-03,2024-12-31,2190,1,39,60397194.2,1548646.0051282053,Very Recent Customer,High Frequency,Medium-High Value,100,71.7,59.0,82.68,17.32,Very Low Churn Risk,Highly Retained,9.67,430
C0040,Government,Logistics,North,842290,2,2019-02-23,2024-12-21,2139,11,43,53757984.6,1250185.688372093,Very Recent Customer,Very High Frequency,Medium-Low Value,100,85.39999999999999,37.0,80.6,19.4,Very Low Churn Risk,Highly Retained,9.64,431
C0495,Fleet Owner,Infrastructure,North,414484,2,2019-01-28,2024-11-25,2165,37,48,94540537.6,1969594.5333333332,Recent Customer,Very High Frequency,High Value,80,96.8,99.2,89.0,11.0,Very Low Churn Risk,Highly Retained,9.61,432
C0200,Retail,Logistics,East,12816,2,2019-02-09,2024-11-25,2153,37,47,84469856.6,1797230.9914893615,Recent Customer,Very High Frequency,High Value,80,95.1,95.8,87.72,12.28,Very Low Churn Risk,Highly Retained,9.59,433
C0222,Fleet Owner,Logistics,North,501339,5,2019-01-30,2024-12-13,2163,19,41,57177978.6,1394584.843902439,Very Recent Customer,Very High Frequency,Medium-Low Value,100,80.0,47.8,81.95,18.05,Very Low Churn Risk,Highly Retained,9.54,434
C0377,Dealer,Logistics,West,162271,3,2019-02-01,2024-12-07,2161,25,37,68519191.2,1851870.0324324325,Very Recent Customer,High Frequency,High Value,100,60.6,79.2,84.95,15.05,Very Low Churn Risk,Highly Retained,9.53,435
C0197,Government,Manufacturing,West,1385304,2,2019-02-22,2024-10-18,2140,75,47,77464617.6,1648183.3531914891,Recent Customer,Very High Frequency,High Value,80,95.1,92.0,86.78,13.22,Very Low Churn Risk,Highly Retained,9.46,436
C0371,Retail,Rental,South,20028,3,2019-01-03,2024-11-02,2190,60,47,82052808.0,1745804.425531915,Recent Customer,Very High Frequency,High Value,80,95.1,95.0,87.52,12.48,Very Low Churn Risk,Highly Retained,9.46,437
C0396,Government,Manufacturing,West,753812,2,2019-01-14,2024-12-07,2179,25,38,64506474.4,1697538.8,Very Recent Customer,High Frequency,Medium-High Value,100,66.10000000000001,70.8,84.22,15.78,Very Low Churn Risk,Highly Retained,9.41,438
C0149,Government,Manufacturing,West,1227707,3,2019-02-28,2024-12-12,2134,20,38,65235052.4,1716711.9052631578,Very Recent Customer,High Frequency,Medium-High Value,100,66.10000000000001,72.39999999999999,84.62,15.38,Very Low Churn Risk,Highly Retained,9.27,439
C0134,Fleet Owner,Infrastructure,West,369606,5,2019-03-03,2024-11-24,2131,38,48,85243025.2,1775896.3583333334,Recent Customer,Very High Frequency,High Value,80,96.8,96.6,88.35,11.65,Very Low Churn Risk,Highly Retained,9.18,440
C0468,Fleet Owner,Rental,South,531281,1,2019-05-10,2024-11-10,2063,52,49,75254807.6,1535812.4,Recent Customer,Very High Frequency,High Value,80,97.89999999999999,89.60000000000001,86.88,13.12,Very Low Churn Risk,Highly Retained,9.13,441
C0288,Dealer,Infrastructure,North,279745,3,2019-02-21,2024-10-18,2141,75,55,97218403.8,1767607.3418181818,Recent Customer,Very High Frequency,High Value,80,99.7,99.8,89.88,10.12,Very Low Churn Risk,Highly Retained,9.09,442
C0435,Dealer,Manufacturing,South,393189,4,2019-10-11,2024-11-01,1909,61,50,73908258.2,1478165.164,Recent Customer,Very High Frequency,High Value,80,98.6,88.4,86.75,13.25,Very Low Churn Risk,Highly Retained,9.05,443
C0462,Retail,Logistics,South,22565,5,2019-01-06,2024-11-13,2187,49,49,82777824.6,1689343.3591836733,Recent Customer,Very High Frequency,High Value,80,97.89999999999999,95.6,88.38,11.62,Very Low Churn Risk,Highly Retained,8.89,444
C0333,Corporate,Mining,South,523789,3,2019-01-09,2024-12-02,2184,30,39,63220923.0,1621049.3076923077,Very Recent Customer,High Frequency,Medium-High Value,100,71.7,67.60000000000001,84.82,15.18,Very Low Churn Risk,Highly Retained,8.87,445
C0099,Fleet Owner,Rental,South,601814,4,2019-01-10,2024-12-26,2183,6,44,56469516.0,1283398.0909090908,Very Recent Customer,Very High Frequency,Medium-Low Value,100,88.0,44.6,83.15,16.85,Very Low Churn Risk,Highly Retained,8.79,446
C0380,Fleet Owner,Manufacturing,South,343972,5,2019-01-29,2024-11-03,2164,59,50,77887431.8,1557748.636,Recent Customer,Very High Frequency,High Value,80,98.6,92.60000000000001,87.8,12.2,Very Low Churn Risk,Highly Retained,8.78,447
C0315,Dealer,Rental,West,407774,4,2019-01-09,2024-12-17,2184,15,40,61457629.4,1536440.7349999999,Very Recent Customer,Very High Frequency,Medium-High Value,100,76.4,62.8,84.8,15.2,Very Low Churn Risk,Highly Retained,8.63,448
C0285,Government,Infrastructure,West,1359546,4,2019-02-11,2024-12-05,2151,27,47,54036327.8,1149709.1021276596,Very Recent Customer,Very High Frequency,Medium-Low Value,100,95.1,37.6,83.18,16.82,Very Low Churn Risk,Highly Retained,8.4,449
C0063,Retail,Rental,North,26508,5,2019-02-28,2024-12-19,2134,13,38,72065344.4,1896456.4315789475,Very Recent Customer,High Frequency,High Value,100,66.10000000000001,85.0,87.78,12.22,Very Low Churn Risk,Highly Retained,8.14,450
C0369,Government,Manufacturing,West,1482938,1,2019-01-26,2024-12-13,2167,19,40,64656844.2,1616421.105,Very Recent Customer,Very High Frequency,Medium-High Value,100,76.4,71.39999999999999,86.95,13.05,Very Low Churn Risk,Highly Retained,7.8,451
C0414,Dealer,Construction,South,252548,4,2019-02-16,2024-12-31,2146,1,40,66316815.6,1657920.3900000001,Very Recent Customer,Very High Frequency,Medium-High Value,100,76.4,74.6,87.75,12.25,Very Low Churn Risk,Highly Retained,7.51,452
C0327,Retail,Mining,West,37994,1,2019-02-01,2024-12-06,2161,26,43,61017008.6,1419000.2,Very Recent Customer,Very High Frequency,Medium-High Value,100,85.39999999999999,61.4,86.7,13.3,Very Low Churn Risk,Highly Retained,7.5,453
