customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,first_purchase_date,last_purchase_date,purchase_frequency_class,purchase_frequency_score,customer_value_class,purchase_behaviour_segment,order_share_pct,revenue_share_pct,purchase_behaviour_priority_score,purchase_behaviour_priority_class,purchase_behaviour_priority_rank
C0095,Fleet Owner,Logistics,West,29,55610118.2,1917590.28,2019-05-21,2024-12-26,Low Frequency,30,Medium Value,Low Frequency Customers,0.1608,0.1901,40.7,Medium Priority,450
C0072,Government,Logistics,West,26,55369763.0,2129606.27,2019-06-15,2024-12-23,Low Frequency,30,Medium Value,Low Frequency Customers,0.1442,0.1893,40.59,Medium Priority,451
C0376,Retail,Construction,North,29,52106248.6,1796767.19,2019-07-01,2024-11-24,Low Frequency,30,Medium Value,Low Frequency Customers,0.1608,0.1781,39.08,Low Priority,452
C0133,Government,Mining,South,29,51247358.0,1767150.28,2019-03-27,2024-04-07,Low Frequency,30,Medium Value,Low Frequency Customers,0.1608,0.1752,38.68,Low Priority,453
C0202,Government,Logistics,North,28,50389917.2,1799639.9,2019-09-19,2024-09-21,Low Frequency,30,Medium Value,Low Frequency Customers,0.1553,0.1722,38.29,Low Priority,454
C0233,Government,Logistics,East,28,49889164.0,1781755.86,2019-05-29,2024-10-21,Low Frequency,30,Medium Value,Low Frequency Customers,0.1553,0.1705,38.05,Low Priority,455
C0127,Government,Construction,East,28,48960650.8,1748594.67,2019-03-01,2024-06-25,Low Frequency,30,Medium Value,Low Frequency Customers,0.1553,0.1674,37.62,Low Priority,456
C0484,Fleet Owner,Mining,West,27,48200851.6,1785216.73,2019-01-30,2024-11-10,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1648,37.27,Low Priority,457
C0344,Fleet Owner,Mining,West,28,48151864.0,1719709.43,2019-01-04,2024-06-17,Low Frequency,30,Low Value,Low Frequency Customers,0.1553,0.1646,37.25,Low Priority,458
C0265,Retail,Mining,West,29,47931619.6,1652814.47,2019-02-19,2024-09-27,Low Frequency,30,Low Value,Low Frequency Customers,0.1608,0.1638,37.15,Low Priority,459
C0097,Corporate,Construction,West,26,47499351.2,1826898.12,2019-03-22,2024-12-16,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1624,36.95,Low Priority,460
C0226,Dealer,Logistics,West,26,47025541.0,1808674.65,2019-01-22,2024-09-28,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1607,36.73,Low Priority,461
C0267,Fleet Owner,Infrastructure,South,29,46440405.2,1601393.28,2019-03-07,2024-03-25,Low Frequency,30,Low Value,Low Frequency Customers,0.1608,0.1587,36.46,Low Priority,462
C0281,Government,Logistics,South,26,46282268.6,1780087.25,2019-07-26,2024-06-25,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1582,36.39,Low Priority,463
C0431,Government,Logistics,West,28,45787279.2,1635259.97,2019-06-09,2024-07-05,Low Frequency,30,Low Value,Low Frequency Customers,0.1553,0.1565,36.16,Low Priority,464
C0053,Fleet Owner,Construction,North,27,45016037.4,1667260.64,2019-05-16,2024-09-18,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1539,35.8,Low Priority,465
C0430,Retail,Manufacturing,West,27,44879330.8,1662197.44,2019-03-08,2024-10-11,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1534,35.74,Low Priority,466
C0143,Corporate,Infrastructure,South,27,44644618.2,1653504.38,2019-01-11,2024-08-02,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1526,35.63,Low Priority,467
C0500,Corporate,Infrastructure,East,27,44474866.6,1647217.28,2019-01-06,2024-12-07,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.152,35.55,Low Priority,468
C0229,Government,Mining,East,28,44419985.8,1586428.06,2019-05-15,2024-11-29,Low Frequency,30,Low Value,Low Frequency Customers,0.1553,0.1518,35.53,Low Priority,469
C0115,Fleet Owner,Mining,South,29,44357793.6,1529579.09,2019-05-07,2024-11-28,Low Frequency,30,Low Value,Low Frequency Customers,0.1608,0.1516,35.5,Low Priority,470
C0366,Corporate,Logistics,East,26,43711261.8,1681202.38,2019-03-09,2024-10-26,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1494,35.2,Low Priority,471
C0137,Dealer,Infrastructure,South,21,42806442.6,2038402.03,2019-06-13,2024-06-10,Low Frequency,30,Low Value,Low Frequency Customers,0.1165,0.1463,34.78,Low Priority,472
C0243,Government,Construction,North,28,42431751.6,1515419.7,2019-11-20,2024-12-10,Low Frequency,30,Low Value,Low Frequency Customers,0.1553,0.145,34.61,Low Priority,473
C0473,Government,Rental,South,26,42018356.8,1616090.65,2019-03-04,2024-11-15,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1436,34.42,Low Priority,474
C0014,Fleet Owner,Construction,East,27,41523847.6,1537920.28,2019-03-05,2024-12-21,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1419,34.19,Low Priority,475
C0322,Government,Construction,West,28,40996678.0,1464167.07,2019-04-10,2024-12-10,Low Frequency,30,Low Value,Low Frequency Customers,0.1553,0.1401,33.94,Low Priority,476
C0182,Dealer,Infrastructure,East,29,40856091.0,1408830.72,2019-03-03,2024-08-03,Low Frequency,30,Low Value,Low Frequency Customers,0.1608,0.1397,33.88,Low Priority,477
C0339,Fleet Owner,Logistics,South,24,40193008.4,1674708.68,2019-05-01,2024-08-16,Low Frequency,30,Low Value,Low Frequency Customers,0.1331,0.1374,33.57,Low Priority,478
C0144,Fleet Owner,Construction,West,25,39589546.2,1583581.85,2019-04-02,2024-08-23,Low Frequency,30,Low Value,Low Frequency Customers,0.1386,0.1353,33.29,Low Priority,479
C0151,Government,Infrastructure,East,27,39556960.6,1465072.61,2019-03-03,2024-11-28,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1352,33.28,Low Priority,480
C0487,Dealer,Mining,South,26,39512216.0,1519700.62,2019-03-08,2024-03-18,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1351,33.26,Low Priority,481
C0388,Fleet Owner,Infrastructure,West,27,39389408.6,1458866.99,2019-03-21,2024-12-12,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1346,33.2,Low Priority,482
C0170,Government,Construction,South,27,38882680.4,1440099.27,2019-03-21,2024-12-20,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1329,32.97,Low Priority,483
C0028,Retail,Infrastructure,South,29,38208624.0,1317538.76,2019-01-22,2024-11-13,Low Frequency,30,Low Value,Low Frequency Customers,0.1608,0.1306,32.66,Low Priority,484
C0271,Corporate,Infrastructure,South,24,37757473.8,1573228.08,2019-06-05,2024-11-26,Low Frequency,30,Low Value,Low Frequency Customers,0.1331,0.1291,32.45,Low Priority,485
C0479,Retail,Construction,West,26,37716131.0,1450620.42,2019-02-22,2024-10-08,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1289,32.43,Low Priority,486
C0139,Government,Mining,West,29,37337910.0,1287514.14,2019-03-13,2024-10-31,Low Frequency,30,Low Value,Low Frequency Customers,0.1608,0.1276,32.25,Low Priority,487
C0262,Corporate,Logistics,North,26,36628894.0,1408803.62,2019-02-26,2024-12-04,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1252,31.93,Low Priority,488
C0177,Dealer,Construction,West,28,35762840.4,1277244.3,2019-04-01,2024-12-25,Low Frequency,30,Low Value,Low Frequency Customers,0.1553,0.1222,31.53,Low Priority,489
C0279,Dealer,Rental,West,26,35292218.0,1357393.0,2019-05-12,2024-11-12,Low Frequency,30,Low Value,Low Frequency Customers,0.1442,0.1206,31.31,Low Priority,490
C0061,Dealer,Construction,West,29,33890240.0,1168628.97,2019-01-29,2024-09-08,Low Frequency,30,Low Value,Low Frequency Customers,0.1608,0.1158,30.66,Low Priority,491
C0303,Corporate,Mining,West,27,32465859.6,1202439.24,2019-04-05,2024-12-01,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.111,30.0,Low Priority,492
C0183,Government,Mining,West,27,32313901.0,1196811.15,2019-02-03,2024-12-05,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1105,29.93,Low Priority,493
C0353,Dealer,Manufacturing,North,27,31979908.6,1184441.06,2019-01-16,2024-10-08,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1093,29.78,Low Priority,494
C0456,Corporate,Mining,North,27,31514609.0,1167207.74,2019-02-23,2024-10-16,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1077,29.56,Low Priority,495
C0108,Corporate,Rental,North,24,31126705.0,1296946.04,2019-01-03,2024-12-29,Low Frequency,30,Low Value,Low Frequency Customers,0.1331,0.1064,29.38,Low Priority,496
C0292,Corporate,Rental,Central,27,30979627.8,1147393.62,2019-01-11,2024-04-28,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1059,29.32,Low Priority,497
C0180,Fleet Owner,Logistics,South,27,30093537.8,1114575.47,2019-01-04,2024-12-10,Low Frequency,30,Low Value,Low Frequency Customers,0.1497,0.1029,28.91,Low Priority,498
C0174,Government,Mining,West,29,29793255.0,1027353.62,2019-01-11,2024-12-03,Low Frequency,30,Low Value,Low Frequency Customers,0.1608,0.1018,28.77,Low Priority,499
C0347,Retail,Mining,North,24,22536660.4,939027.52,2019-03-04,2024-12-03,Low Frequency,30,Low Value,Low Frequency Customers,0.1331,0.077,25.41,Low Priority,500
