customer_id,customer_type,industry_segment,region,delivered_order_count,total_revenue,average_order_value,median_order_value,minimum_order_value,maximum_order_value,average_products_per_order,average_units_per_order,total_units_purchased,total_product_revenue,order_value_std,order_value_cv_pct,basket_size_class,order_value_segment,basket_frequency_segment,basket_value_score,basket_behaviour_class,action_focus,basket_behaviour_rank
C0038,Fleet Owner,Rental,North,36,57808311.2,1605786.42,1402503.5,24024.8,4981816.2,5.36,66.33,2388,45410090,1339115.15,83.39,Small Basket,Medium-Low Order Value,High Frequency,40.1,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,322
C0474,Government,Logistics,West,30,48230361.0,1607678.7,1061597.8,5475.2,5960518.4,5.7,67.33,2020,37863700,1501276.66,93.38,Small Basket,Medium-Low Order Value,Medium Frequency,39.96,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,323
C0399,Fleet Owner,Rental,South,39,59287998.0,1520205.08,1215771.8,35199.4,5136097.8,5.49,62.54,2439,46532600,1235181.53,81.25,Small Basket,Medium-Low Order Value,High Frequency,39.77,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,324
C0400,Government,Infrastructure,North,35,51694363.6,1476981.82,1022943.8,4790.8,5398027.4,5.83,64.34,2252,40610020,1271259.63,86.07,Small Basket,Medium-Low Order Value,High Frequency,39.73,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,325
C0493,Retail,Construction,South,38,54684935.2,1439077.24,1049738.8,38460.8,5475734.0,5.76,71.79,2728,42934640,1146289.56,79.65,Small Basket,Low Order Value,High Frequency,39.64,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,326
C0271,Corporate,Infrastructure,South,24,37757473.8,1573228.08,1104926.7,21632.0,6235676.4,5.92,69.79,1675,29644660,1591983.97,101.19,Small Basket,Medium-Low Order Value,Low Frequency,39.57,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,327
C0001,Retail,Construction,East,34,55019747.4,1618227.86,1362826.1,36108.0,5757412.2,5.41,62.44,2123,43201680,1360880.46,84.1,Small Basket,Medium-High Order Value,Medium Frequency,39.48,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,328
C0287,Dealer,Manufacturing,South,36,55179366.6,1532760.18,1146027.9,3658.0,5883515.2,5.58,64.78,2332,43261120,1415132.4,92.33,Small Basket,Medium-Low Order Value,High Frequency,39.43,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,329
C0196,Fleet Owner,Rental,North East,48,71291851.6,1485246.91,1199211.3,8555.0,5926888.0,5.31,63.73,3059,55921870,1305652.79,87.91,Small Basket,Medium-Low Order Value,Very High Frequency,39.28,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,330
C0011,Retail,Infrastructure,West,41,57187490.8,1394816.85,1078746.8,68929.0,4228850.0,5.76,66.27,2717,44933810,1112653.68,79.77,Small Basket,Low Order Value,High Frequency,39.28,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,331
C0120,Fleet Owner,Construction,South,34,50313583.0,1479811.26,1001530.6,39423.8,4404519.8,5.85,71.38,2427,39523350,1283086.83,86.71,Small Basket,Medium-Low Order Value,Medium Frequency,39.18,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,332
C0179,Government,Infrastructure,South,32,43222736.0,1350710.5,1244232.7,1475.0,3774190.8,6.38,72.03,2305,34009700,1026179.24,75.97,Small Basket,Low Order Value,Medium Frequency,39.17,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,333
C0029,Dealer,Construction,South,38,58176890.6,1530970.81,1481163.5,76830.0,5590004.8,5.47,67.5,2565,45653420,1097990.79,71.72,Small Basket,Medium-Low Order Value,High Frequency,39.03,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,334
C0410,Corporate,Mining,South,39,59804309.8,1533443.84,1532269.0,30160.8,4057427.2,5.41,64.26,2506,46906860,1149524.1,74.96,Small Basket,Medium-Low Order Value,High Frequency,38.98,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,335
C0473,Government,Rental,South,26,42018356.8,1616090.65,1179719.2,5487.0,6392163.0,5.73,66.73,1735,32922260,1753393.04,108.5,Small Basket,Medium-Low Order Value,Medium Frequency,38.88,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,336
C0122,Dealer,Rental,North East,31,48051119.4,1550036.11,1372053.0,1227.2,4926814.4,5.77,66.16,2051,37712330,1253432.14,80.86,Small Basket,Medium-Low Order Value,Medium Frequency,38.54,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,337
C0437,Dealer,Mining,West,30,46199550.2,1539985.01,1254244.2,8555.0,3859782.0,5.83,65.2,1956,36305140,1123185.18,72.93,Small Basket,Medium-Low Order Value,Medium Frequency,38.45,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,338
C0409,Government,Logistics,West,45,60821412.6,1351586.95,1021278.4,1711.0,5426612.0,5.69,66.02,2971,47755320,1118606.21,82.76,Small Basket,Low Order Value,Very High Frequency,38.32,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,339
C0387,Dealer,Infrastructure,East,34,47133318.0,1386274.06,1227084.9,3068.0,3851207.0,6.09,71.47,2430,37034600,1007935.14,72.71,Small Basket,Low Order Value,Medium Frequency,38.31,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,340
C0035,Dealer,Infrastructure,Central,38,53340276.8,1403691.49,1326352.5,2737.6,3766155.2,5.79,64.45,2449,41878010,946558.91,67.43,Small Basket,Low Order Value,High Frequency,38.21,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,341
C0187,Retail,Rental,North,30,46901016.0,1563367.2,1331885.0,11328.0,4435411.0,5.77,66.03,1981,36769950,1171383.5,74.93,Small Basket,Medium-Low Order Value,Medium Frequency,38.06,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,342
C0322,Government,Construction,West,28,40996678.0,1464167.07,1067396.6,60593.0,4180552.6,6.11,70.07,1962,32200600,1191344.02,81.37,Small Basket,Medium-Low Order Value,Medium Frequency,37.18,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,343
C0324,Corporate,Mining,South,35,52335374.8,1495296.42,1030136.0,42845.8,6854319.0,5.69,68.31,2391,41098360,1584280.84,105.95,Small Basket,Medium-Low Order Value,High Frequency,36.98,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,344
C0313,Corporate,Mining,West,30,48205237.4,1606841.25,1180514.0,365.8,4449330.0,5.57,65.43,1963,37841680,1413916.29,87.99,Small Basket,Medium-Low Order Value,Medium Frequency,36.95,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,345
C0330,Retail,Infrastructure,East,38,54285450.6,1428564.49,1011150.9,3136.0,6389676.0,5.66,70.92,2695,42673670,1558701.11,109.11,Small Basket,Low Order Value,High Frequency,36.64,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,346
C0075,Retail,Mining,South,33,50186853.4,1520813.74,1258375.6,55557.0,5128461.0,5.7,67.73,2235,39435130,1278802.45,84.09,Small Basket,Medium-Low Order Value,Medium Frequency,36.49,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,347
C0308,Retail,Mining,North,33,50359329.6,1526040.29,1193713.8,7363.2,5044113.0,5.67,65.42,2159,39549470,1309891.48,85.84,Small Basket,Medium-Low Order Value,Medium Frequency,36.27,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,348
C0031,Government,Mining,East,34,50500841.8,1485318.88,1203491.0,2832.0,4303043.6,5.71,64.12,2180,39680260,1216716.84,81.92,Small Basket,Medium-Low Order Value,Medium Frequency,36.04,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,349
C0279,Dealer,Rental,West,26,35292218.0,1357393.0,1209970.7,79237.0,4335222.0,6.5,75.88,1973,27795350,1007573.4,74.23,Small Basket,Low Order Value,Medium Frequency,35.72,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,350
C0298,Fleet Owner,Construction,South,33,46771231.0,1417310.03,1186760.0,9408.0,5496993.2,5.91,65.67,2167,36725200,1150236.66,81.16,Small Basket,Low Order Value,Medium Frequency,35.71,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,351
C0002,Fleet Owner,Manufacturing,South,51,71712838.0,1406134.08,1206682.0,2265.6,4941931.2,5.37,63.78,3253,56261100,1246880.23,88.67,Small Basket,Low Order Value,Very High Frequency,35.62,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,352
C0058,Retail,Infrastructure,West,40,56831525.0,1420788.12,1219418.6,8496.0,4564237.4,5.52,63.42,2537,44606750,1219843.37,85.86,Small Basket,Low Order Value,High Frequency,35.43,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,353
C0115,Fleet Owner,Mining,South,29,44357793.6,1529579.09,1197015.0,2832.0,4711056.6,5.79,66.79,1937,34787020,1302585.45,85.16,Small Basket,Medium-Low Order Value,Medium Frequency,35.37,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,354
C0266,Fleet Owner,Rental,South,35,50717014.0,1449057.54,1411833.0,3492.8,4718229.0,5.71,69.29,2425,39797800,1136709.32,78.44,Small Basket,Medium-Low Order Value,High Frequency,35.31,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,355
C0320,Retail,Construction,North,34,53574056.6,1575707.55,1327155.4,5428.0,4855320.4,5.38,61.12,2078,42001120,1307036.86,82.95,Small Basket,Medium-Low Order Value,Medium Frequency,35.3,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,356
C0389,Retail,Mining,West,30,48796477.0,1626549.23,1517611.2,8897.2,4785010.0,5.4,64.13,1924,38241650,1204948.73,74.08,Small Basket,Medium-High Order Value,Medium Frequency,35.14,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,357
C0203,Government,Manufacturing,West,35,53777085.6,1536488.16,1472231.0,23895.0,3505502.8,5.46,65.69,2299,42161670,1097114.22,71.4,Small Basket,Medium-Low Order Value,High Frequency,35.11,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,358
C0382,Retail,Manufacturing,South,33,42929317.0,1300888.39,1257391.8,16142.4,5077568.4,6.18,73.09,2412,33715150,1008600.25,77.53,Small Basket,Low Order Value,Medium Frequency,35.06,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,359
C0022,Retail,Infrastructure,South,38,56759064.0,1493659.58,1091870.8,14443.2,5448520.0,5.42,67.95,2582,44575550,1441530.16,96.51,Small Basket,Medium-Low Order Value,High Frequency,34.94,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,360
C0290,Corporate,Construction,West,40,57372288.2,1434307.2,893440.5,8059.4,8420708.0,5.48,62.6,2504,45014240,1658715.7,115.65,Small Basket,Low Order Value,High Frequency,34.78,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,361
C0079,Retail,Rental,North,31,47175266.2,1521782.78,1151677.6,4425.0,6197217.0,5.71,63.1,1956,36993090,1641609.24,107.87,Small Basket,Medium-Low Order Value,Medium Frequency,34.58,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,362
C0446,Retail,Logistics,South,34,52035543.6,1530457.16,1170084.0,27595.2,4139912.4,5.5,66.06,2246,40839770,1093929.61,71.48,Small Basket,Medium-Low Order Value,Medium Frequency,34.52,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,363
C0172,Dealer,Manufacturing,South,37,57323600.2,1549286.49,1374896.8,7929.6,7046403.6,5.11,62.49,2312,44967390,1466028.13,94.63,Small Basket,Medium-Low Order Value,High Frequency,34.36,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,364
C0151,Government,Infrastructure,East,27,39556960.6,1465072.61,1227249.0,166054.2,3576168.8,5.96,70.44,1902,31051670,897804.99,61.28,Small Basket,Medium-Low Order Value,Medium Frequency,34.16,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,365
C0494,Corporate,Construction,East,32,48287535.6,1508985.49,1308121.6,18821.0,4614286.0,5.69,66.88,2140,37868420,1209679.19,80.17,Small Basket,Medium-Low Order Value,Medium Frequency,34.08,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,366
C0225,Fleet Owner,Logistics,North,48,69254158.0,1442794.96,896546.5,8496.0,8483662.0,4.98,58.15,2791,54324600,1643028.3,113.88,Very Small Basket,Low Order Value,Very High Frequency,33.78,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,367
C0144,Fleet Owner,Construction,West,25,39589546.2,1583581.85,982402.0,17275.2,4868837.4,5.6,68.36,1709,31072090,1426254.7,90.07,Small Basket,Medium-Low Order Value,Medium Frequency,33.56,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,368
C0423,Dealer,Infrastructure,South,30,46894840.4,1563161.35,1292735.4,74576.0,4700647.4,5.57,68.57,2057,36819280,1199957.74,76.76,Small Basket,Medium-Low Order Value,Medium Frequency,33.45,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,369
C0405,Corporate,Infrastructure,West,32,50787823.0,1587119.47,1117812.6,5097.6,6836331.2,5.31,63.72,2039,39790100,1660963.89,104.65,Small Basket,Medium-Low Order Value,Medium Frequency,33.04,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,370
C0275,Fleet Owner,Construction,West,45,64270295.0,1428228.78,1031808.0,365.8,5220206.6,5.18,60.76,2734,50445750,1364587.61,95.54,Small Basket,Low Order Value,Very High Frequency,32.82,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,371
C0148,Government,Construction,South,35,54884128.4,1568117.95,1058816.0,1699.2,5707896.0,5.09,61.26,2144,43008380,1441368.37,91.92,Small Basket,Medium-Low Order Value,High Frequency,32.54,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,372
C0087,Government,Logistics,South,39,50370513.4,1291551.63,1070640.8,59771.6,3973272.0,5.72,64.36,2510,39608130,1103741.33,85.46,Small Basket,Low Order Value,High Frequency,32.36,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,373
C0479,Retail,Construction,West,26,37716131.0,1450620.42,1439327.4,3136.0,3337499.0,5.92,67.23,1748,29592950,949918.15,65.48,Small Basket,Medium-Low Order Value,Medium Frequency,32.24,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,374
C0010,Dealer,Construction,South,46,63051038.4,1370674.75,916680.7,8850.0,5170276.8,5.35,64.89,2985,49509380,1347502.17,98.31,Small Basket,Low Order Value,Very High Frequency,32.14,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,375
C0465,Fleet Owner,Mining,South,35,48083241.6,1373806.9,1128917.6,11044.8,4144225.0,5.77,68.69,2404,37783870,1178474.74,85.78,Small Basket,Low Order Value,High Frequency,32.0,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,376
C0416,Dealer,Manufacturing,South,37,46006682.0,1243423.84,1067946.0,32261.2,4521880.8,5.86,67.08,2482,36145900,923877.7,74.3,Small Basket,Low Order Value,High Frequency,31.98,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,377
C0068,Retail,Mining,North,39,57372766.4,1471096.57,1534610.2,46315.0,3626248.8,5.18,63.23,2466,45062980,1050474.99,71.41,Small Basket,Medium-Low Order Value,High Frequency,31.91,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,378
C0199,Government,Mining,West,33,48930073.4,1482729.5,828826.4,1711.0,7932282.8,5.58,66.85,2206,38456880,1687503.25,113.81,Small Basket,Medium-Low Order Value,Medium Frequency,31.7,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,379
C0370,Corporate,Infrastructure,East,36,53881174.6,1496699.29,1166013.1,1357.0,5306149.6,5.33,65.31,2351,42286970,1385028.74,92.54,Small Basket,Medium-Low Order Value,High Frequency,31.55,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,380
C0004,Fleet Owner,Logistics,South,46,60843242.8,1322679.19,1091958.0,17110.0,4759040.0,5.43,62.59,2879,47754210,1176489.82,88.95,Small Basket,Low Order Value,Very High Frequency,31.54,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,381
C0105,Government,Logistics,North,41,57202879.8,1395192.19,1135201.4,80287.2,5235631.8,5.39,59.98,2459,44966360,1169431.45,83.82,Small Basket,Low Order Value,High Frequency,31.46,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,382
C0150,Fleet Owner,Manufacturing,West,30,41608958.8,1386965.29,1110823.5,95779.2,4262720.0,5.97,64.6,1938,32673410,1140075.31,82.2,Small Basket,Low Order Value,Medium Frequency,31.42,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,383
C0205,Retail,Construction,North,33,51965845.0,1574722.58,1620869.2,4071.0,3443289.4,5.18,61.21,2020,40742250,1234574.88,78.4,Small Basket,Medium-Low Order Value,Medium Frequency,31.32,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,384
C0278,Fleet Owner,Logistics,West,38,47107787.2,1239678.61,1113217.8,21712.0,3370241.4,5.79,70.05,2662,37042540,834256.18,67.3,Small Basket,Low Order Value,High Frequency,31.11,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,385
C0327,Retail,Mining,West,43,61017008.6,1419000.2,1098547.8,5487.0,4581049.8,5.16,60.42,2598,47883020,1192042.17,84.01,Small Basket,Low Order Value,High Frequency,30.92,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,386
C0346,Retail,Construction,East,39,54686860.8,1402227.2,1003133.0,1357.0,4945127.6,5.44,61.82,2411,42873560,1386515.2,98.88,Small Basket,Low Order Value,High Frequency,30.8,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,387
C0404,Government,Mining,West,31,46035794.4,1485025.63,1182720.0,25783.0,4493510.0,5.61,68.61,2127,36224330,1243863.85,83.76,Small Basket,Medium-Low Order Value,Medium Frequency,30.35,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,388
C0289,Corporate,Logistics,South,35,50221149.2,1434889.98,1114974.0,6218.6,5970432.0,5.54,63.43,2220,39396940,1312130.25,91.44,Small Basket,Low Order Value,High Frequency,30.34,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,389
C0378,Retail,Manufacturing,North,35,50644577.2,1446987.92,905088.0,16968.4,6522405.0,5.49,62.89,2201,39739040,1429130.13,98.77,Small Basket,Medium-Low Order Value,High Frequency,30.26,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,390
C0372,Government,Logistics,South,36,52822436.0,1467289.89,1226022.3,28796.0,4707851.0,5.33,62.89,2264,41513200,1170188.38,79.75,Small Basket,Medium-Low Order Value,High Frequency,29.85,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,391
C0099,Fleet Owner,Rental,South,44,56469516.0,1283398.09,959639.0,6844.0,3824948.0,5.48,65.5,2882,44372200,1029621.63,80.23,Small Basket,Low Order Value,High Frequency,29.82,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,392
C0224,Retail,Manufacturing,East,36,54050072.4,1501390.9,1179621.9,50176.0,6099078.0,5.17,64.08,2307,42395680,1227369.61,81.75,Small Basket,Medium-Low Order Value,High Frequency,29.56,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,393
C0188,Corporate,Logistics,West,39,54387524.8,1394551.92,1228992.0,2548.8,4684417.8,5.38,60.64,2365,42691360,1015862.05,72.85,Small Basket,Low Order Value,High Frequency,29.38,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,394
C0080,Retail,Mining,South,42,56541324.2,1346222.0,1121921.2,2714.0,3913920.0,5.33,62.69,2633,44386690,1094397.24,81.29,Small Basket,Low Order Value,High Frequency,29.21,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,395
C0450,Fleet Owner,Construction,East,38,55345960.4,1456472.64,1062446.3,2950.0,5054718.8,5.16,61.76,2347,43401530,1327614.97,91.15,Small Basket,Medium-Low Order Value,High Frequency,29.14,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,396
C0177,Dealer,Construction,West,28,35762840.4,1277244.3,990246.5,86267.0,3923799.6,6.18,71.46,2001,28125780,1078144.53,84.41,Small Basket,Low Order Value,Medium Frequency,28.98,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,397
C0018,Retail,Construction,West,31,49286607.8,1589890.57,1213082.6,3068.0,5442752.2,4.97,61.23,1898,38692710,1398358.27,87.95,Very Small Basket,Medium-Low Order Value,Medium Frequency,28.78,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,398
C0274,Dealer,Mining,North,39,54639688.2,1401017.65,946176.0,41252.8,4529078.0,5.31,61.41,2395,42946740,1211405.98,86.47,Small Basket,Low Order Value,High Frequency,28.74,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,399
C0163,Dealer,Logistics,West,38,46377823.0,1220469.03,963965.4,3136.0,3555840.0,5.71,65.32,2482,36480350,983963.13,80.62,Small Basket,Low Order Value,High Frequency,28.56,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,400
C0301,Dealer,Mining,East,46,63821535.6,1387424.69,1164853.8,4023.8,5553246.4,4.85,55.37,2547,50074420,1262939.17,91.03,Very Small Basket,Low Order Value,Very High Frequency,28.5,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,401
C0024,Dealer,Rental,South,44,60658309.2,1378597.94,998853.1,2454.4,5413953.8,5.05,57.41,2526,47587690,1420579.1,103.05,Small Basket,Low Order Value,High Frequency,28.2,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,402
C0236,Corporate,Mining,West,41,57861179.0,1411248.27,945516.6,3398.4,5866872.0,4.93,56.66,2323,45446800,1453161.14,102.97,Very Small Basket,Low Order Value,High Frequency,28.0,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,403
C0222,Fleet Owner,Logistics,North,41,57177978.6,1394584.84,1122851.2,10266.0,4763734.4,5.15,62.39,2558,44904020,1168473.22,83.79,Small Basket,Low Order Value,High Frequency,27.96,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,404
C0458,Dealer,Manufacturing,West,38,50799400.6,1336826.33,1283748.4,10266.0,4753013.0,5.47,69.24,2631,39941170,1127343.1,84.33,Small Basket,Low Order Value,High Frequency,27.93,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,405
C0386,Retail,Construction,North,32,48819152.6,1525598.52,1316579.4,54138.4,6334617.8,5.31,64.38,2060,38385820,1363195.14,89.35,Small Basket,Medium-Low Order Value,Medium Frequency,27.84,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,406
C0323,Government,Manufacturing,West,36,50291498.8,1396986.08,1127599.5,9204.0,6393906.2,5.47,61.86,2227,39487910,1339884.52,95.91,Small Basket,Low Order Value,High Frequency,27.72,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,407
C0074,Fleet Owner,Infrastructure,East,39,50426138.6,1292977.91,890534.0,19576.2,4133031.6,5.49,63.23,2466,39627770,1155304.78,89.35,Small Basket,Low Order Value,High Frequency,27.57,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,408
C0229,Government,Mining,East,28,44419985.8,1586428.06,1156819.6,14820.8,6579378.8,5.18,56.75,1589,34806810,1622893.13,102.3,Small Basket,Medium-Low Order Value,Medium Frequency,27.46,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,409
C0391,Government,Construction,West,33,47080496.4,1426681.71,1213665.8,5428.0,3781628.0,5.55,62.06,2048,36944480,1144346.49,80.21,Small Basket,Low Order Value,Medium Frequency,27.45,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,410
C0407,Dealer,Logistics,South,38,54609453.4,1437090.88,1091451.2,6844.0,5534848.0,4.97,59.16,2248,42882880,1455997.8,101.32,Very Small Basket,Low Order Value,High Frequency,27.15,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,411
C0119,Government,Manufacturing,West,51,67143205.2,1316533.44,938192.0,6159.6,3696162.0,4.92,58.63,2990,52748640,1046506.55,79.49,Very Small Basket,Low Order Value,Very High Frequency,27.1,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,412
C0185,Dealer,Logistics,West,33,47500335.2,1439404.1,930353.0,13971.2,4428240.2,5.48,62.18,2052,37319640,1281069.25,89.0,Small Basket,Low Order Value,Medium Frequency,27.1,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,413
C0220,Government,Infrastructure,Central,43,53467975.0,1243441.28,1016462.2,5593.2,4530980.4,5.44,60.56,2604,41988750,1097320.31,88.25,Small Basket,Low Order Value,High Frequency,27.08,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,414
C0305,Fleet Owner,Logistics,North,31,48238808.8,1556090.61,849780.0,44486.0,5957338.4,5.16,59.48,1844,37914410,1584994.2,101.86,Small Basket,Medium-Low Order Value,Medium Frequency,27.08,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,415
C0044,Government,Mining,West,34,49589458.0,1458513.47,1338912.1,24426.0,4369613.2,5.38,62.62,2129,38929350,1063418.59,72.91,Small Basket,Medium-Low Order Value,Medium Frequency,27.0,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,416
C0027,Fleet Owner,Logistics,West,39,54309976.4,1392563.5,1073246.8,101888.0,3874103.0,5.18,59.23,2310,42577230,1065111.36,76.49,Small Basket,Low Order Value,High Frequency,26.61,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,417
C0439,Dealer,Construction,South,36,47576062.0,1321557.28,795288.8,18596.8,4717900.0,5.56,63.72,2294,37351400,1279045.69,96.78,Small Basket,Low Order Value,High Frequency,26.58,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,418
C0183,Government,Mining,West,27,32313901.0,1196811.15,1078172.0,61362.4,3156533.0,6.19,67.11,1812,25426200,886210.05,74.05,Small Basket,Low Order Value,Medium Frequency,26.04,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,419
C0467,Retail,Construction,North,48,62880162.4,1310003.38,1129377.9,51625.0,4000836.0,4.83,55.19,2649,49361930,1028217.83,78.49,Very Small Basket,Low Order Value,Very High Frequency,25.9,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,420
C0040,Government,Logistics,North,43,53757984.6,1250185.69,1014484.0,56061.8,3535608.2,5.35,61.58,2648,42259970,837546.05,66.99,Small Basket,Low Order Value,High Frequency,25.84,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,421
C0021,Corporate,Mining,South,45,59956738.4,1332371.96,1017646.4,15680.0,5024659.0,4.84,53.13,2391,47093630,1235833.38,92.75,Very Small Basket,Low Order Value,Very High Frequency,25.8,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,422
C0470,Government,Mining,South,36,49194933.2,1366525.92,1271051.1,7375.0,3850432.0,5.44,64.64,2327,38599240,1032946.88,75.59,Small Basket,Low Order Value,High Frequency,25.65,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,423
C0283,Retail,Logistics,North,31,44490975.8,1435192.77,1196904.0,13983.0,5295767.6,5.55,66.74,2069,34916310,1117985.59,77.9,Small Basket,Low Order Value,Medium Frequency,25.64,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,424
C0094,Corporate,Logistics,West,31,46343009.2,1494935.78,825185.8,2950.0,6248625.6,5.39,62.39,1934,36407440,1555703.93,104.06,Small Basket,Medium-Low Order Value,Medium Frequency,25.6,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,425
C0034,Government,Construction,West,32,42477752.2,1327429.76,980437.6,1227.2,4813068.8,5.72,61.97,1983,33363540,1236983.43,93.19,Small Basket,Low Order Value,Medium Frequency,25.4,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,426
C0012,Fleet Owner,Logistics,South,37,53404468.4,1443364.01,968498.6,9408.0,5296831.0,4.65,52.54,1944,41835630,1396757.85,96.77,Very Small Basket,Medium-Low Order Value,High Frequency,25.02,Developing Basket Customer,Increase basket breadth through complementary-product recommendations,427
C0008,Corporate,Logistics,West,34,48368868.0,1422613.76,1345096.0,54680.8,3645826.0,5.38,67.06,2280,37972100,953283.71,67.01,Small Basket,Low Order Value,Medium Frequency,24.9,Low Basket Customer,Increase basket breadth through complementary-product recommendations,428
