customer_id,customer_type,industry_segment,region,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,average_order_value,customer_lifetime_days,customer_lifetime_years,orders_per_year,days_since_last_purchase,churn_status,churn_risk_score,churn_risk_class,revenue_at_risk,churn_priority_score,churn_priority_class
C0402,Fleet Owner,Rental,South,2019-01-25,2024-07-12,35,43498305.199999996,1242808.72,1995,5.462012320328542,6.407894736842105,173,Churn Risk,70,High Churn Risk,43498305.199999996,51.74,High Retention Priority
C0403,Government,Construction,East,2019-02-19,2024-12-10,45,80523517.0,1789411.4888888889,2121,5.806981519507187,7.749292786421499,22,Active Customer,0,Low Churn Risk,0.0,37.25,Low Retention Priority
C0404,Government,Mining,West,2019-02-10,2024-12-26,31,46035794.4,1485025.6258064515,2146,5.87542778918549,5.27621155638397,6,Active Customer,0,Low Churn Risk,0.0,7.25,Low Retention Priority
C0405,Corporate,Infrastructure,West,2019-01-30,2024-06-25,32,50787823.0,1587119.46875,1973,5.401779603011636,5.923973644196655,190,Churned Customer,100,Critical Churn Risk,50787823.0,71.72,High Retention Priority
C0406,Dealer,Logistics,West,2019-02-25,2024-10-11,32,64818334.4,2025572.95,2055,5.626283367556468,5.687591240875912,82,At Risk,40,Moderate Churn Risk,64818334.4,45.96,Medium Retention Priority
C0407,Dealer,Logistics,South,2019-02-01,2024-12-25,38,54609453.4,1437090.8789473684,2154,5.897330595482546,6.443593314763231,7,Active Customer,0,Low Churn Risk,0.0,19.82,Low Retention Priority
C0408,Government,Infrastructure,South,2019-07-06,2024-11-02,36,60127186.2,1670199.6166666667,1946,5.327857631759069,6.75693730729702,60,Active Customer,0,Low Churn Risk,0.0,22.44,Low Retention Priority
C0409,Government,Logistics,West,2019-01-19,2024-10-09,45,60821412.6,1351586.9466666668,2090,5.722108145106092,7.864234449760765,84,At Risk,40,Moderate Churn Risk,60821412.6,52.75,Medium Retention Priority
C0410,Corporate,Mining,South,2019-03-03,2024-11-27,39,59804309.8,1533443.841025641,2096,5.738535249828884,6.796159351145038,35,Active Customer,0,Low Churn Risk,0.0,25.0,Low Retention Priority
C0411,Corporate,Mining,South,2019-07-14,2024-12-12,43,72229183.0,1679748.441860465,1978,5.415468856947296,7.940217391304349,20,Active Customer,0,Low Churn Risk,0.0,34.21,Low Retention Priority
C0412,Corporate,Infrastructure,East,2019-04-20,2024-05-28,32,43246987.6,1351468.3625,1865,5.106091718001369,6.2670241286863275,218,Churned Customer,100,Critical Churn Risk,43246987.6,66.82,High Retention Priority
C0413,Fleet Owner,Manufacturing,South,2019-02-06,2024-11-08,41,62380011.4,1521463.6926829268,2102,5.754962354551677,7.124286393910562,54,Active Customer,0,Low Churn Risk,0.0,28.4,Low Retention Priority
C0414,Dealer,Construction,South,2019-02-16,2024-12-31,40,66316815.6,1657920.3900000001,2145,5.8726899383983575,6.811188811188811,1,Active Customer,0,Low Churn Risk,0.0,30.11,Low Retention Priority
C0415,Government,Infrastructure,North East,2019-03-21,2024-10-11,33,68592455.6,2078559.2606060605,2031,5.560574948665297,5.934638109305761,82,At Risk,40,Moderate Churn Risk,68592455.6,48.88,High Retention Priority
C0416,Dealer,Manufacturing,South,2019-01-05,2024-10-20,37,46006682.0,1243423.8378378379,2115,5.790554414784395,6.389716312056737,73,At Risk,40,Moderate Churn Risk,46006682.0,37.14,Medium Retention Priority
C0417,Fleet Owner,Mining,East,2019-12-18,2024-09-11,32,51984530.4,1624516.575,1729,4.733744010951403,6.759976865240024,112,At Risk,40,Moderate Churn Risk,51984530.4,36.32,Medium Retention Priority
C0418,Government,Mining,West,2019-03-18,2024-11-14,30,47167025.6,1572234.1866666668,2068,5.661875427789186,5.298597678916828,48,Active Customer,0,Low Churn Risk,0.0,7.39,Low Retention Priority
C0419,Fleet Owner,Logistics,West,2019-03-05,2024-09-30,31,61514207.2,1984329.2645161292,2036,5.574264202600959,5.5612721021611,93,At Risk,40,Moderate Churn Risk,61514207.2,42.95,Medium Retention Priority
C0420,Retail,Rental,South,2019-01-10,2024-11-22,46,92482888.8,2010497.5826086956,2143,5.867214236824093,7.840177321511899,40,Active Customer,0,Low Churn Risk,0.0,38.68,Low Retention Priority
C0421,Retail,Construction,South,2019-04-06,2024-06-21,38,69466242.8,1828059.0210526315,1903,5.210130047912389,7.293483972674724,194,Churned Customer,100,Critical Churn Risk,69466242.8,90.26,Critical Retention Priority
C0422,Government,Construction,South,2019-09-19,2024-11-04,37,65678984.2,1775107.6810810813,1873,5.127994524298426,7.215296316070474,58,Active Customer,0,Low Churn Risk,0.0,27.49,Low Retention Priority
C0423,Dealer,Infrastructure,South,2019-02-25,2024-11-09,30,46894840.4,1563161.3466666667,2084,5.705681040383299,5.257917466410749,53,Active Customer,0,Low Churn Risk,0.0,6.89,Low Retention Priority
C0424,Retail,Construction,West,2019-03-22,2024-09-23,35,58183379.4,1662382.2685714285,2012,5.508555783709788,6.353752485089463,100,At Risk,40,Moderate Churn Risk,58183379.4,43.98,Medium Retention Priority
C0425,Dealer,Manufacturing,South,2019-01-17,2024-12-09,41,67882732.6,1655676.4048780487,2153,5.894592744695414,6.95552717138876,23,Active Customer,0,Low Churn Risk,0.0,31.4,Low Retention Priority
C0426,Dealer,Infrastructure,North East,2019-02-20,2024-12-03,35,57207251.0,1634492.8857142858,2113,5.7850787132101305,6.050047326076668,29,Active Customer,0,Low Churn Risk,0.0,18.98,Low Retention Priority
C0427,Corporate,Mining,West,2019-02-07,2024-11-26,41,53149424.199999996,1296327.419512195,2119,5.801505817932923,7.067130722038697,36,Active Customer,0,Low Churn Risk,0.0,20.8,Low Retention Priority
C0428,Retail,Construction,North,2019-01-25,2024-08-26,43,66337820.6,1542740.0139534883,2040,5.585215605749487,7.698897058823529,128,Churn Risk,70,High Churn Risk,66337820.6,73.51,High Retention Priority
C0429,Fleet Owner,Logistics,West,2019-02-08,2024-10-21,42,69444114.2,1653431.2904761906,2082,5.700205338809035,7.368155619596542,72,At Risk,40,Moderate Churn Risk,69444114.2,56.66,High Retention Priority
C0430,Retail,Manufacturing,West,2019-03-08,2024-10-11,27,44879330.8,1662197.437037037,2044,5.596167008898015,4.824730919765166,82,At Risk,40,Moderate Churn Risk,44879330.8,28.26,Medium Retention Priority
C0431,Government,Logistics,West,2019-06-09,2024-07-05,28,45787279.2,1635259.9714285715,1853,5.073237508555784,5.519158121964382,180,Churn Risk,70,High Churn Risk,45787279.2,47.26,High Retention Priority
C0432,Fleet Owner,Mining,South,2019-01-26,2024-10-04,37,49310040.800000004,1332703.8054054056,2078,5.689253935660506,6.503488931665062,89,At Risk,40,Moderate Churn Risk,49310040.800000004,39.64,Medium Retention Priority
C0433,Dealer,Infrastructure,North,2019-09-11,2024-05-27,31,57020323.4,1839365.270967742,1720,4.7091033538672145,6.582994186046511,219,Churned Customer,100,Critical Churn Risk,57020323.4,75.0,High Retention Priority
C0434,Corporate,Mining,Central,2019-01-05,2024-10-26,33,54575670.2,1653808.187878788,2121,5.806981519507187,5.682814710042432,67,At Risk,40,Moderate Churn Risk,54575670.2,38.88,Medium Retention Priority
C0435,Dealer,Manufacturing,South,2019-10-11,2024-11-01,50,73908258.2,1478165.164,1848,5.059548254620124,9.882305194805195,61,At Risk,40,Moderate Churn Risk,73908258.2,60.89,High Retention Priority
C0436,Fleet Owner,Logistics,East,2019-02-01,2024-12-15,34,57784314.2,1699538.6529411767,2144,5.8699520876112254,5.792210820895522,17,Active Customer,0,Low Churn Risk,0.0,18.54,Low Retention Priority
C0437,Dealer,Mining,West,2019-02-09,2024-12-21,30,46199550.2,1539985.0066666668,2142,5.864476386036961,5.1155462184873945,11,Active Customer,0,Low Churn Risk,0.0,6.49,Low Retention Priority
C0438,Corporate,Rental,East,2019-06-17,2024-09-01,39,61720027.0,1582564.7948717948,1903,5.210130047912389,7.485417761429321,122,Churn Risk,70,High Churn Risk,61720027.0,68.7,High Retention Priority
C0439,Dealer,Construction,South,2019-03-21,2024-12-22,36,47576062.0,1321557.2777777778,2103,5.757700205338809,6.252496433666192,10,Active Customer,0,Low Churn Risk,0.0,13.24,Low Retention Priority
C0440,Retail,Manufacturing,South,2019-01-29,2024-10-21,44,82426773.6,1873335.7636363634,2092,5.727583846680356,7.682122370936902,72,At Risk,40,Moderate Churn Risk,82426773.6,61.05,High Retention Priority
C0441,Dealer,Construction,North,2019-01-17,2024-10-19,31,47045233.8,1517588.187096774,2102,5.754962354551677,5.386655566127498,74,At Risk,40,Moderate Churn Risk,47045233.8,31.95,Medium Retention Priority
C0442,Dealer,Logistics,East,2019-01-28,2024-10-20,33,53527848.6,1622056.0181818183,2092,5.727583846680356,5.761591778202677,73,At Risk,40,Moderate Churn Risk,53527848.6,38.12,Medium Retention Priority
C0443,Dealer,Infrastructure,East,2019-03-27,2024-11-18,40,64951558.8,1623788.97,2063,5.648186173853525,7.081919534658264,44,Active Customer,0,Low Churn Risk,0.0,29.46,Low Retention Priority
C0444,Dealer,Manufacturing,South,2019-02-25,2024-01-08,30,50928809.0,1697626.9666666666,1778,4.867898699520876,6.162823397075366,359,Churned Customer,100,Critical Churn Risk,50928809.0,70.14,High Retention Priority
C0445,Government,Mining,East,2019-04-04,2024-12-28,28,57177744.4,2042062.3,2095,5.735797399041752,4.88162291169451,4,Active Customer,0,Low Churn Risk,0.0,13.16,Low Retention Priority
C0446,Retail,Logistics,South,2019-02-03,2024-10-16,34,52035543.6,1530457.1647058823,2082,5.700205338809035,5.964697406340058,77,At Risk,40,Moderate Churn Risk,52035543.6,38.34,Medium Retention Priority
C0447,Fleet Owner,Rental,East,2019-05-16,2024-12-23,33,61334243.8,1858613.4484848485,2048,5.607118412046543,5.8853759765625,9,Active Customer,0,Low Churn Risk,0.0,20.62,Low Retention Priority
C0448,Fleet Owner,Logistics,East,2019-03-13,2024-12-11,36,68495840.4,1902662.2333333334,2100,5.749486652977413,6.261428571428572,21,Active Customer,0,Low Churn Risk,0.0,27.7,Low Retention Priority
C0449,Fleet Owner,Logistics,West,2019-07-19,2024-11-19,32,55700286.8,1740633.9625,1950,5.338809034907597,5.993846153846154,43,Active Customer,0,Low Churn Risk,0.0,14.87,Low Retention Priority
C0450,Fleet Owner,Construction,East,2019-01-15,2024-09-12,38,55345960.4,1456472.6421052632,2067,5.6591375770020536,6.714804063860668,111,At Risk,40,Moderate Churn Risk,55345960.4,44.32,Medium Retention Priority
C0451,Government,Manufacturing,East,2019-01-07,2024-07-06,37,49725150.4,1343922.9837837839,2007,5.494866529774128,6.733557548579969,179,Churn Risk,70,High Churn Risk,49725150.4,57.89,High Retention Priority
C0452,Fleet Owner,Mining,South,2019-03-05,2024-12-27,35,40090449.2,1145441.4057142858,2124,5.815195071868583,6.018714689265536,5,Active Customer,0,Low Churn Risk,0.0,8.59,Low Retention Priority
C0453,Dealer,Mining,East,2019-05-25,2024-12-01,31,59284873.8,1912415.2838709676,2017,5.522245037645448,5.613658899355478,31,Active Customer,0,Low Churn Risk,0.0,17.0,Low Retention Priority
C0454,Government,Mining,West,2019-02-08,2024-11-14,33,41820500.6,1267287.896969697,2106,5.765913757700205,5.723290598290599,48,Active Customer,0,Low Churn Risk,0.0,7.17,Low Retention Priority
C0455,Retail,Logistics,Central,2019-04-27,2024-11-27,35,63287015.4,1808200.44,2041,5.587953456536619,6.263473787359137,35,Active Customer,0,Low Churn Risk,0.0,23.84,Low Retention Priority
C0456,Corporate,Mining,North,2019-02-23,2024-10-16,27,31514609.0,1167207.7407407407,2062,5.645448323066393,4.782613967022308,77,At Risk,40,Moderate Churn Risk,31514609.0,25.06,Medium Retention Priority
C0457,Retail,Manufacturing,East,2019-01-13,2024-11-15,33,56578805.4,1714509.2545454544,2133,5.839835728952772,5.650843881856541,47,Active Customer,0,Low Churn Risk,0.0,16.32,Low Retention Priority
C0458,Dealer,Manufacturing,West,2019-07-09,2024-12-28,38,50799400.6,1336826.3315789474,1999,5.47296372347707,6.943221610805403,4,Active Customer,0,Low Churn Risk,0.0,17.62,Low Retention Priority
C0459,Retail,Logistics,East,2019-03-10,2024-12-14,41,71816909.8,1751631.9463414634,2106,5.765913757700205,7.110754985754986,18,Active Customer,0,Low Churn Risk,0.0,33.1,Low Retention Priority
C0460,Dealer,Logistics,South,2019-04-06,2024-11-25,32,64634814.4,2019837.95,2060,5.639972621492129,5.67378640776699,37,Active Customer,0,Low Churn Risk,0.0,21.86,Low Retention Priority
C0461,Corporate,Infrastructure,North,2019-02-27,2024-10-31,36,56714684.2,1575407.8944444444,2073,5.675564681724846,6.342981186685963,62,At Risk,40,Moderate Churn Risk,56714684.2,43.5,Medium Retention Priority
C0462,Retail,Logistics,South,2019-01-06,2024-11-13,49,82777824.6,1689343.3591836733,2138,5.853524982888432,8.371024321796071,49,Active Customer,0,Low Churn Risk,0.0,38.58,Low Retention Priority
C0463,Dealer,Mining,West,2019-01-10,2024-08-22,35,55370560.0,1582016.0,2051,5.61533196440794,6.232935153583618,132,Churn Risk,70,High Churn Risk,55370560.0,59.43,High Retention Priority
C0464,Corporate,Infrastructure,North,2019-01-18,2024-09-13,38,67405736.8,1773835.1789473684,2065,5.653661875427789,6.721307506053268,110,At Risk,40,Moderate Churn Risk,67405736.8,53.06,High Retention Priority
C0465,Fleet Owner,Mining,South,2019-03-12,2024-12-12,35,48083241.6,1373806.902857143,2102,5.754962354551677,6.081707897240723,20,Active Customer,0,Low Churn Risk,0.0,12.34,Low Retention Priority
C0466,Retail,Manufacturing,South,2019-03-19,2024-12-13,47,88329161.4,1879343.859574468,2096,5.738535249828884,8.190243320610687,19,Active Customer,0,Low Churn Risk,0.0,38.66,Low Retention Priority
C0467,Retail,Construction,North,2019-01-02,2024-11-06,48,62880162.4,1310003.3833333333,2135,5.845311430527036,8.211709601873537,56,Active Customer,0,Low Churn Risk,0.0,31.27,Low Retention Priority
C0468,Fleet Owner,Rental,South,2019-05-10,2024-11-10,49,75254807.6,1535812.4,2011,5.505817932922656,8.899676777722526,52,Active Customer,0,Low Churn Risk,0.0,37.08,Low Retention Priority
C0469,Government,Manufacturing,North,2019-01-04,2024-12-18,40,68502617.4,1712565.435,2175,5.95482546201232,6.7172413793103445,14,Active Customer,0,Low Churn Risk,0.0,31.21,Low Retention Priority
C0470,Government,Mining,South,2019-01-25,2024-09-27,36,49194933.2,1366525.9222222222,2072,5.672826830937714,6.346042471042471,96,At Risk,40,Moderate Churn Risk,49194933.2,38.44,Medium Retention Priority
C0471,Fleet Owner,Logistics,West,2019-02-23,2024-11-27,37,65501994.2,1770324.1675675677,2104,5.760438056125941,6.4231226235741445,35,Active Customer,0,Low Churn Risk,0.0,27.44,Low Retention Priority
C0472,Dealer,Manufacturing,South,2019-04-29,2024-11-23,34,54888819.4,1614377.0411764705,2035,5.5715263518138265,6.102457002457002,39,Active Customer,0,Low Churn Risk,0.0,16.24,Low Retention Priority
C0473,Government,Rental,South,2019-03-04,2024-11-15,26,42018356.8,1616090.646153846,2083,5.702943189596167,4.559049447911666,47,Active Customer,0,Low Churn Risk,0.0,2.6,Low Retention Priority
C0474,Government,Logistics,West,2019-01-11,2024-11-07,30,48230361.0,1607678.7,2127,5.823408624229979,5.151622002820875,55,Active Customer,0,Low Churn Risk,0.0,8.14,Low Retention Priority
C0475,Fleet Owner,Construction,East,2019-01-19,2024-12-18,55,94883375.2,1725152.2763636364,2160,5.9137577002053385,9.300347222222223,14,Active Customer,0,Low Churn Risk,0.0,39.8,Low Retention Priority
C0476,Fleet Owner,Infrastructure,North,2019-01-13,2024-09-29,34,73746173.2,2169005.094117647,2086,5.711156741957564,5.953259827420901,94,At Risk,40,Moderate Churn Risk,73746173.2,51.94,High Retention Priority
C0477,Government,Construction,West,2019-06-12,2024-10-13,36,57746038.6,1604056.6277777778,1950,5.338809034907597,6.743076923076924,80,At Risk,40,Moderate Churn Risk,57746038.6,44.5,Medium Retention Priority
C0478,Retail,Rental,North,2019-02-04,2024-12-29,44,75901402.2,1725031.8681818182,2155,5.900068446269678,7.45754060324826,3,Active Customer,0,Low Churn Risk,0.0,35.8,Low Retention Priority
C0479,Retail,Construction,West,2019-02-22,2024-10-08,26,37716131.0,1450620.423076923,2055,5.626283367556468,4.621167883211679,85,At Risk,40,Moderate Churn Risk,37716131.0,25.34,Medium Retention Priority
C0480,Government,Infrastructure,West,2019-01-24,2024-11-24,34,48525468.6,1427219.6647058823,2131,5.834360027378508,5.827545753167527,38,Active Customer,0,Low Churn Risk,0.0,12.08,Low Retention Priority
C0481,Corporate,Logistics,South,2019-01-03,2024-12-31,39,60397194.2,1548646.0051282053,2189,5.993155373032169,6.507423481041572,1,Active Customer,0,Low Churn Risk,0.0,25.51,Low Retention Priority
C0482,Fleet Owner,Logistics,East,2019-12-15,2024-12-03,31,73762403.2,2379432.3612903226,1815,4.969199178644764,6.238429752066116,29,Active Customer,0,Low Churn Risk,0.0,25.15,Low Retention Priority
C0483,Corporate,Rental,North,2019-02-20,2024-12-18,47,96130859.2,2045337.4297872342,2128,5.8261464750171115,8.067081766917294,14,Active Customer,0,Low Churn Risk,0.0,39.16,Low Retention Priority
C0484,Fleet Owner,Mining,West,2019-01-30,2024-11-10,27,48200851.6,1785216.725925926,2111,5.779603011635865,4.671601136901942,52,Active Customer,0,Low Churn Risk,0.0,6.42,Low Retention Priority
C0485,Fleet Owner,Rental,West,2019-01-14,2024-10-01,28,59146123.8,2112361.564285714,2087,5.713894592744696,4.900335409678965,92,At Risk,40,Moderate Churn Risk,59146123.8,39.01,Medium Retention Priority
C0486,Government,Manufacturing,West,2019-01-01,2024-10-07,34,52620254.4,1547654.5411764705,2106,5.765913757700205,5.896723646723647,86,At Risk,40,Moderate Churn Risk,52620254.4,38.58,Medium Retention Priority
C0487,Dealer,Mining,South,2019-03-08,2024-03-18,26,39512216.0,1519700.6153846155,1837,5.02943189596167,5.169569951007077,289,Churned Customer,100,Critical Churn Risk,39512216.0,61.84,High Retention Priority
C0488,Government,Construction,South,2019-03-01,2024-11-26,37,67251532.8,1817608.9945945945,2097,5.7412731006160165,6.444563662374821,36,Active Customer,0,Low Churn Risk,0.0,28.09,Low Retention Priority
C0489,Fleet Owner,Rental,South,2019-04-14,2024-08-17,47,70625273.0,1502665.3829787234,1952,5.344284736481861,8.794441598360656,137,Churn Risk,70,High Churn Risk,70625273.0,77.02,Critical Retention Priority
C0490,Government,Logistics,West,2019-01-26,2024-12-29,44,84742703.8,1925970.5409090908,2164,5.924709103353867,7.426524953789279,3,Active Customer,0,Low Churn Risk,0.0,37.2,Low Retention Priority
C0491,Dealer,Infrastructure,South,2019-03-27,2024-07-04,27,65215944.4,2415405.348148148,1926,5.2731006160164275,5.120327102803738,181,Churned Customer,100,Critical Churn Risk,65215944.4,78.82,High Retention Priority
C0492,Dealer,Rental,East,2019-02-04,2024-11-05,35,61798115.2,1765660.4342857143,2101,5.752224503764545,6.084602570204664,57,Active Customer,0,Low Churn Risk,0.0,22.88,Low Retention Priority
C0493,Retail,Construction,South,2019-02-18,2024-11-22,38,54684935.199999996,1439077.242105263,2104,5.760438056125941,6.596720532319392,40,Active Customer,0,Low Churn Risk,0.0,19.97,Low Retention Priority
C0494,Corporate,Construction,East,2019-02-25,2024-11-28,32,48287535.6,1508985.4875,2103,5.757700205338809,5.557774607703281,34,Active Customer,0,Low Churn Risk,0.0,9.96,Low Retention Priority
C0495,Fleet Owner,Infrastructure,North,2019-01-28,2024-11-25,48,94540537.6,1969594.5333333332,2128,5.8261464750171115,8.238721804511279,37,Active Customer,0,Low Churn Risk,0.0,39.32,Low Retention Priority
C0496,Government,Infrastructure,East,2019-02-17,2024-12-27,37,48190097.0,1302435.054054054,2140,5.859000684462697,6.315070093457943,5,Active Customer,0,Low Churn Risk,0.0,14.69,Low Retention Priority
C0497,Government,Logistics,South,2019-06-12,2024-11-02,30,51439335.2,1714644.5066666668,1970,5.393566050650239,5.562182741116751,60,Active Customer,0,Low Churn Risk,0.0,10.29,Low Retention Priority
C0498,Fleet Owner,Construction,East,2019-03-01,2024-08-19,28,64864362.8,2316584.3857142855,1998,5.470225872689938,5.118618618618619,135,Churn Risk,70,High Churn Risk,64864362.8,61.21,High Retention Priority
C0499,Corporate,Construction,East,2019-01-18,2024-11-29,39,62785837.0,1609893.2564102565,2142,5.864476386036961,6.650210084033613,33,Active Customer,0,Low Churn Risk,0.0,27.4,Low Retention Priority
C0500,Corporate,Infrastructure,East,2019-01-06,2024-12-07,27,44474866.6,1647217.2814814816,2162,5.919233401779603,4.561401480111009,25,Active Customer,0,Low Churn Risk,0.0,3.96,Low Retention Priority
