customer_id,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,average_order_value,customer_lifetime_days,customer_lifetime_years,effective_lifetime_years,orders_per_year,historical_clv,annual_customer_value,estimated_lifetime_years,estimated_lifetime_value,future_value_estimate,clv_to_revenue_ratio,customer_type,industry_segment,region,clv_value_class,customer_lifetime_class,clv_percentile,frequency_percentile,revenue_percentile,clv_priority_score,clv_priority_class,clv_priority_rank
C0370,2019-02-18,2024-12-18,36,53881174.6,1496699.29,2144,5.87,5.87,6.13,53881174.6,9179150.66,5.0,45895753.32,-7985421.28,0.85,Corporate,Infrastructure,East,Medium Value,Long-Term Customer,36.6,53.2,37.4,40.16,Medium Priority Customer,308
C0195,2019-02-15,2024-12-28,31,56797913.6,1832190.76,2147,5.88,5.88,5.27,56797913.6,9662523.49,5.0,48312617.47,-8485296.13,0.85,Fleet Owner,Logistics,East,Medium Value,Long-Term Customer,45.0,18.6,46.4,40.14,Medium Priority Customer,309
C0457,2019-01-13,2024-11-15,33,56578805.4,1714509.25,2180,5.97,5.97,5.53,56578805.4,9479545.26,5.0,47397726.31,-9181079.09,0.84,Retail,Manufacturing,East,Medium Value,Long-Term Customer,42.0,27.4,45.2,40.04,Medium Priority Customer,310
C0463,2019-01-10,2024-08-22,35,55370560.0,1582016.0,2183,5.98,5.98,5.86,55370560.0,9264359.62,5.0,46321798.08,-9048761.92,0.84,Dealer,Mining,West,Medium Value,Long-Term Customer,38.8,39.8,42.2,40.02,Medium Priority Customer,311
C0148,2019-01-28,2024-12-09,35,54884128.4,1568117.95,2165,5.93,5.93,5.9,54884128.4,9259320.05,5.0,46296600.23,-8587528.17,0.84,Government,Construction,South,Medium Value,Long-Term Customer,38.2,42.6,40.8,39.86,Standard Priority Customer,312
C0072,2019-06-15,2024-12-23,26,55369763.0,2129606.27,2027,5.55,5.55,4.69,55369763.0,9977210.62,5.0,49886053.12,-5483709.88,0.9,Government,Logistics,West,High Value,Long-Term Customer,51.4,6.6,42.0,39.62,Standard Priority Customer,313
C0171,2019-04-27,2024-10-19,30,55348450.2,1844948.34,2076,5.68,5.68,5.28,55348450.2,9737967.94,5.0,48689839.68,-6658610.52,0.88,Fleet Owner,Construction,South,Medium Value,Long-Term Customer,46.6,18.8,41.8,39.6,Standard Priority Customer,314
C0224,2019-01-30,2024-10-31,36,54050072.4,1501390.9,2163,5.92,5.92,6.08,54050072.4,9127040.66,5.0,45635203.29,-8414869.11,0.84,Retail,Manufacturing,East,Medium Value,Long-Term Customer,35.8,51.2,38.0,39.54,Standard Priority Customer,315
C0012,2019-01-28,2024-10-10,37,53404468.4,1443364.01,2165,5.93,5.93,6.24,53404468.4,9009691.49,5.0,45048457.47,-8356010.93,0.84,Fleet Owner,Logistics,South,Medium Value,Long-Term Customer,34.4,57.8,35.6,39.44,Standard Priority Customer,316
C0320,2019-04-01,2024-12-30,34,53574056.6,1575707.55,2102,5.75,5.75,5.91,53574056.6,9309193.23,5.0,46545966.16,-7028090.44,0.87,Retail,Construction,North,Medium Value,Long-Term Customer,39.6,42.8,36.8,39.4,Standard Priority Customer,317
C0035,2019-01-07,2024-11-12,38,53340276.800000004,1403691.49,2186,5.98,5.98,6.35,53340276.8,8912413.59,5.0,44562067.94,-8778208.86,0.84,Dealer,Infrastructure,Central,Medium Value,Long-Term Customer,33.0,60.8,35.4,39.28,Standard Priority Customer,318
C0245,2019-01-01,2024-11-30,33,56554752.6,1713780.38,2192,6.0,6.0,5.5,56554752.6,9423642.06,5.0,47118210.28,-9436542.32,0.83,Dealer,Logistics,South,Medium Value,Long-Term Customer,41.0,25.0,45.0,39.0,Standard Priority Customer,319
C0001,2019-01-26,2024-11-15,34,55019747.4,1618227.86,2167,5.93,5.93,5.73,55019747.4,9273633.01,5.0,46368165.06,-8651582.34,0.84,Retail,Construction,East,Medium Value,Long-Term Customer,39.0,35.6,41.2,38.98,Standard Priority Customer,320
C0203,2019-02-25,2024-11-19,35,53777085.6,1536488.16,2137,5.85,5.85,5.98,53777085.6,9191427.48,5.0,45957137.38,-7819948.22,0.85,Government,Manufacturing,West,Medium Value,Long-Term Customer,37.2,45.0,37.2,38.76,Standard Priority Customer,321
C0363,2019-05-10,2024-11-07,32,53560072.2,1673752.26,2063,5.65,5.65,5.67,53560072.2,9482703.04,5.0,47413515.2,-6146557.0,0.89,Fleet Owner,Logistics,South,Medium Value,Long-Term Customer,42.2,32.8,36.6,38.64,Standard Priority Customer,322
C0357,2019-01-05,2024-11-17,28,57734552.2,2061948.29,2188,5.99,5.99,4.67,57734552.2,9637817.73,5.0,48189088.64,-9545463.56,0.83,Corporate,Mining,West,Medium Value,Long-Term Customer,44.4,6.2,49.8,38.38,Standard Priority Customer,323
C0345,2019-02-21,2024-11-20,40,50444735.6,1261118.39,2141,5.86,5.86,6.82,50444735.6,8605763.51,5.0,43028817.56,-7415918.04,0.85,Retail,Infrastructure,West,Medium Value,Long-Term Customer,29.0,74.7,29.6,38.32,Standard Priority Customer,324
C0372,2019-02-15,2024-07-10,36,52822436.0,1467289.89,2147,5.88,5.88,6.12,52822436.0,8986210.88,5.0,44931054.38,-7891381.62,0.85,Government,Logistics,South,Medium Value,Long-Term Customer,33.8,52.9,34.6,37.86,Standard Priority Customer,325
C0223,2019-03-01,2024-10-15,33,54079206.6,1638763.84,2133,5.84,5.84,5.65,54079206.6,9260398.6,5.0,46301992.99,-7777213.61,0.86,Corporate,Logistics,West,Medium Value,Long-Term Customer,38.4,32.2,38.2,37.1,Standard Priority Customer,326
C0364,2019-03-14,2024-11-18,32,54408370.8,1700261.59,2120,5.8,5.8,5.51,54408370.8,9373895.02,5.0,46869475.08,-7538895.72,0.86,Government,Infrastructure,East,Medium Value,Long-Term Customer,40.2,26.4,39.0,37.08,Standard Priority Customer,327
C0400,2019-04-06,2024-10-23,35,51694363.6,1476981.82,2097,5.74,5.74,6.1,51694363.6,9003989.65,5.0,45019948.27,-6674415.33,0.87,Government,Infrastructure,North,Medium Value,Long-Term Customer,34.0,52.0,32.2,37.06,Standard Priority Customer,328
C0278,2019-08-12,2024-12-03,38,47107787.2,1239678.61,1969,5.39,5.39,7.05,47107787.2,8738506.49,5.0,43692532.44,-3415254.76,0.93,Fleet Owner,Logistics,West,Medium Value,Long-Term Customer,29.8,80.8,19.6,36.94,Standard Priority Customer,329
C0087,2019-01-22,2024-12-17,39,50370513.4,1291551.63,2171,5.94,5.94,6.56,50370513.4,8474357.45,5.0,42371787.24,-7998726.16,0.84,Government,Logistics,South,Medium Value,Long-Term Customer,26.2,68.2,28.8,35.38,Standard Priority Customer,330
C0074,2019-01-10,2024-12-31,39,50426138.6,1292977.91,2183,5.98,5.98,6.53,50426138.6,8437080.68,5.0,42185403.4,-8240735.2,0.84,Fleet Owner,Infrastructure,East,Medium Value,Long-Term Customer,25.6,67.0,29.4,35.02,Standard Priority Customer,331
C0434,2019-01-05,2024-10-26,33,54575670.2,1653808.19,2188,5.99,5.99,5.51,54575670.2,9110495.22,5.0,45552476.1,-9023194.1,0.83,Corporate,Mining,Central,Medium Value,Long-Term Customer,35.2,26.1,39.4,34.64,Standard Priority Customer,332
C0376,2019-07-01,2024-11-24,29,52106248.6,1796767.19,2011,5.51,5.51,5.27,52106248.6,9463852.46,5.0,47319262.31,-4786986.29,0.91,Retail,Construction,North,Medium Value,Long-Term Customer,41.6,18.4,33.6,34.56,Standard Priority Customer,333
C0348,2019-04-15,2024-10-24,34,50897650.4,1496989.72,2088,5.72,5.72,5.95,50897650.4,8903432.38,5.0,44517161.9,-6380488.5,0.87,Retail,Logistics,North,Medium Value,Long-Term Customer,32.8,44.3,31.0,34.56,Standard Priority Customer,334
C0324,2019-01-24,2024-08-24,35,52335374.8,1495296.42,2169,5.94,5.94,5.89,52335374.8,8813045.48,5.0,44065227.4,-8270147.4,0.84,Corporate,Mining,South,Medium Value,Long-Term Customer,31.2,41.6,34.0,34.12,Standard Priority Customer,335
C0050,2019-01-11,2024-12-14,27,56151044.8,2079668.33,2182,5.97,5.97,4.52,56151044.8,9399252.57,5.0,46996262.86,-9154781.94,0.84,Dealer,Mining,East,Medium Value,Long-Term Customer,40.6,3.4,43.8,34.12,Standard Priority Customer,336
C0202,2019-09-19,2024-09-21,28,50389917.2,1799639.9,1931,5.29,5.29,5.3,50389917.2,9531288.07,5.0,47656440.33,-2733476.87,0.95,Government,Logistics,North,Medium Value,Long-Term Customer,42.8,19.6,29.2,34.08,Standard Priority Customer,337
C0442,2019-01-28,2024-10-20,33,53527848.6,1622056.02,2165,5.93,5.93,5.57,53527848.6,9030506.56,5.0,45152532.8,-8375315.8,0.84,Dealer,Logistics,East,Medium Value,Long-Term Customer,34.6,29.2,36.4,34.06,Standard Priority Customer,338
C0066,2019-01-29,2024-10-11,32,54037060.800000004,1688658.15,2164,5.92,5.92,5.4,54037060.8,9120626.83,5.0,45603134.14,-8433926.66,0.84,Retail,Manufacturing,Central,Medium Value,Long-Term Customer,35.4,22.6,37.8,33.56,Standard Priority Customer,339
C0031,2019-04-11,2024-08-13,34,50500841.8,1485318.88,2092,5.73,5.73,5.94,50500841.8,8817128.33,5.0,44085641.65,-6415200.15,0.87,Government,Mining,East,Medium Value,Long-Term Customer,31.4,43.6,29.8,33.36,Standard Priority Customer,340
C0497,2019-06-12,2024-11-02,30,51439335.2,1714644.51,2030,5.56,5.56,5.4,51439335.2,9255279.4,5.0,46276397.0,-5162938.2,0.9,Government,Logistics,South,Medium Value,Long-Term Customer,38.0,22.4,31.8,33.02,Standard Priority Customer,341
C0446,2019-02-03,2024-10-16,34,52035543.6,1530457.16,2159,5.91,5.91,5.75,52035543.6,8803141.41,5.0,44015707.04,-8019836.56,0.85,Retail,Logistics,South,Medium Value,Long-Term Customer,30.4,36.4,33.4,32.5,Standard Priority Customer,342
C0338,2019-02-01,2024-11-23,33,52210070.0,1582123.33,2161,5.92,5.92,5.58,52210070.0,8824492.4,5.0,44122461.98,-8087608.02,0.85,Corporate,Rental,West,Medium Value,Long-Term Customer,31.6,30.0,33.8,31.94,Standard Priority Customer,343
C0486,2019-01-01,2024-10-07,34,52620254.4,1547654.54,2192,6.0,6.0,5.67,52620254.4,8768041.93,5.0,43840209.67,-8780044.73,0.83,Government,Manufacturing,West,Medium Value,Long-Term Customer,30.0,32.6,34.4,31.84,Standard Priority Customer,344
C0163,2019-06-02,2024-08-05,38,46377823.0,1220469.03,2040,5.59,5.59,6.8,46377823.0,8303676.4,5.0,41518381.99,-4859441.01,0.9,Dealer,Logistics,West,Low Value,Long-Term Customer,23.6,73.8,17.4,31.78,Standard Priority Customer,345
C0132,2019-02-22,2024-10-01,37,49004629.4,1324449.44,2140,5.86,5.86,6.32,49004629.4,8363991.07,5.0,41819955.35,-7184674.05,0.85,Corporate,Construction,Central,Low Value,Long-Term Customer,24.2,59.6,25.6,31.7,Standard Priority Customer,346
C0210,2019-02-20,2024-11-26,30,53509817.8,1783660.59,2142,5.86,5.86,5.12,53509817.8,9124398.2,5.0,45621991.02,-7887826.78,0.85,Retail,Infrastructure,West,Medium Value,Long-Term Customer,35.6,13.8,36.2,31.42,Standard Priority Customer,347
C0432,2019-01-26,2024-10-04,37,49310040.800000004,1332703.81,2167,5.93,5.93,6.24,49310040.8,8311256.3,5.0,41556281.5,-7753759.3,0.84,Fleet Owner,Mining,South,Low Value,Long-Term Customer,24.0,57.3,26.2,31.32,Standard Priority Customer,348
C0096,2019-01-02,2024-12-30,34,51986858.4,1529025.25,2191,6.0,6.0,5.67,51986858.4,8666453.69,5.0,43332268.44,-8654589.96,0.83,Corporate,Construction,South,Medium Value,Long-Term Customer,29.4,33.2,33.2,31.3,Standard Priority Customer,349
C0205,2019-02-07,2024-11-15,33,51965845.0,1574722.58,2155,5.9,5.9,5.59,51965845.0,8807668.16,5.0,44038340.8,-7927504.2,0.85,Retail,Construction,North,Medium Value,Long-Term Customer,30.6,30.4,32.8,31.22,Standard Priority Customer,350
C0451,2019-01-07,2024-07-06,37,49725150.4,1343922.98,2186,5.98,5.98,6.18,49725150.4,8308376.57,5.0,41541882.85,-8183267.55,0.84,Government,Manufacturing,East,Low Value,Long-Term Customer,23.8,55.4,27.2,31.14,Standard Priority Customer,351
C0266,2019-01-22,2024-09-24,35,50717014.0,1449057.54,2171,5.94,5.94,5.89,50717014.0,8532652.86,5.0,42663264.31,-8053749.69,0.84,Fleet Owner,Rental,South,Medium Value,Long-Term Customer,27.4,41.4,30.4,31.1,Standard Priority Customer,352
C0075,2019-04-17,2024-10-20,33,50186853.4,1520813.74,2086,5.71,5.71,5.78,50186853.4,8787511.12,5.0,43937555.62,-6249297.78,0.88,Retail,Mining,South,Medium Value,Long-Term Customer,30.2,37.3,27.8,30.9,Standard Priority Customer,353
C0325,2019-03-03,2024-11-09,30,52920013.4,1764000.45,2131,5.83,5.83,5.14,52920013.4,9070405.86,5.0,45352029.32,-7567984.08,0.86,Corporate,Rental,East,Medium Value,Long-Term Customer,34.8,15.0,34.8,30.84,Standard Priority Customer,354
C0323,2019-01-11,2024-12-22,36,50291498.8,1396986.08,2182,5.97,5.97,6.03,50291498.8,8418409.69,5.0,42092048.43,-8199450.37,0.84,Government,Manufacturing,West,Medium Value,Long-Term Customer,25.2,48.6,28.2,30.78,Standard Priority Customer,355
C0378,2019-01-19,2024-11-16,35,50644577.199999996,1446987.92,2174,5.95,5.95,5.88,50644577.2,8508708.29,5.0,42543541.45,-8101035.75,0.84,Retail,Manufacturing,North,Medium Value,Long-Term Customer,26.8,41.1,30.2,30.68,Standard Priority Customer,356
C0289,2019-02-07,2024-10-29,35,50221149.2,1434889.98,2155,5.9,5.9,5.93,50221149.2,8511960.44,5.0,42559802.19,-7661347.01,0.85,Corporate,Logistics,South,Medium Value,Long-Term Customer,27.2,43.4,28.0,30.68,Standard Priority Customer,357
C0361,2019-01-15,2024-09-26,32,52532617.8,1641644.31,2178,5.96,5.96,5.37,52532617.8,8809705.53,5.0,44048527.67,-8484090.13,0.84,Government,Logistics,South,Medium Value,Long-Term Customer,30.8,21.0,34.2,29.86,Standard Priority Customer,358
C0231,2019-02-21,2024-11-08,32,51646725.4,1613960.17,2141,5.86,5.86,5.46,51646725.4,8810820.39,5.0,44054101.94,-7592623.46,0.85,Government,Infrastructure,West,Medium Value,Long-Term Customer,31.0,23.7,32.0,29.84,Standard Priority Customer,359
C0036,2019-06-26,2024-12-18,31,48929201.8,1578361.35,2016,5.52,5.52,5.62,48929201.8,8864777.26,5.0,44323886.3,-4605315.5,0.91,Fleet Owner,Construction,East,Medium Value,Long-Term Customer,32.2,31.2,25.0,29.84,Standard Priority Customer,360
C0018,2019-06-10,2024-11-14,31,49286607.8,1589890.57,2032,5.56,5.56,5.57,49286607.8,8859219.24,5.0,44296096.21,-4990511.59,0.9,Retail,Construction,West,Medium Value,Long-Term Customer,32.0,29.4,26.0,29.68,Standard Priority Customer,361
C0100,2019-01-25,2024-09-10,38,48373950.0,1272998.68,2168,5.94,5.94,6.4,48373950.0,8149716.44,5.0,40748582.19,-7625367.81,0.84,Government,Construction,North,Low Value,Long-Term Customer,19.8,62.8,24.0,29.66,Standard Priority Customer,362
C0043,2019-04-04,2024-06-14,36,47644638.800000004,1323462.19,2099,5.75,5.75,6.26,47644638.8,8290711.92,5.0,41453559.6,-6191079.2,0.87,Corporate,Construction,South,Low Value,Long-Term Customer,23.0,58.4,21.2,29.54,Standard Priority Customer,363
C0368,2019-02-17,2024-11-01,31,51837532.8,1672178.48,2145,5.87,5.87,5.28,51837532.8,8826880.59,5.0,44134402.93,-7703129.87,0.85,Fleet Owner,Construction,South,Medium Value,Long-Term Customer,31.8,19.0,32.4,29.42,Standard Priority Customer,364
C0470,2019-01-25,2024-09-27,36,49194933.2,1366525.92,2168,5.94,5.94,6.07,49194933.2,8288030.14,5.0,41440150.72,-7754782.48,0.84,Government,Mining,South,Low Value,Long-Term Customer,22.8,50.8,25.8,29.3,Standard Priority Customer,365
C0239,2019-10-11,2024-10-27,32,44962159.0,1405067.47,1909,5.23,5.23,6.12,44962159.0,8602634.14,5.0,43013170.7,-1948988.3,0.96,Government,Logistics,South,Medium Value,Long-Term Customer,28.8,52.6,14.2,29.18,Standard Priority Customer,366
C0308,2019-02-19,2024-12-12,33,50359329.6,1526040.29,2143,5.87,5.87,5.62,50359329.6,8583175.52,5.0,42915877.59,-7443452.01,0.85,Retail,Mining,North,Medium Value,Long-Term Customer,28.2,31.6,28.6,29.0,Standard Priority Customer,367
C0496,2019-02-17,2024-12-27,37,48190097.0,1302435.05,2145,5.87,5.87,6.3,48190097.0,8205796.24,5.0,41028981.19,-7161115.81,0.85,Government,Infrastructure,East,Low Value,Long-Term Customer,20.6,59.2,22.4,28.86,Standard Priority Customer,368
C0252,2019-08-03,2024-10-07,34,45321304.6,1332979.55,1978,5.42,5.42,6.28,45321304.6,8368860.72,5.0,41844303.6,-3477001.0,0.92,Retail,Construction,South,Low Value,Long-Term Customer,24.4,58.8,15.0,28.46,Standard Priority Customer,369
C0159,2019-02-02,2024-12-26,34,49934036.2,1468648.12,2160,5.91,5.91,5.75,49934036.2,8443706.82,5.0,42218534.08,-7715502.12,0.85,Dealer,Construction,South,Medium Value,Long-Term Customer,25.8,36.2,27.6,28.42,Standard Priority Customer,370
C0133,2019-03-27,2024-04-07,29,51247358.0,1767150.28,2107,5.77,5.77,5.03,51247358.0,8883767.21,5.0,44418836.05,-6828521.95,0.87,Government,Mining,South,Medium Value,Long-Term Customer,32.6,12.2,31.6,28.22,Standard Priority Customer,371
C0439,2019-03-21,2024-12-22,36,47576062.0,1321557.28,2113,5.79,5.79,6.22,47576062.0,8223926.48,5.0,41119632.38,-6456429.62,0.86,Dealer,Construction,South,Low Value,Long-Term Customer,21.2,56.6,21.0,28.22,Standard Priority Customer,372
C0037,2019-06-12,2024-10-25,36,45505928.0,1264053.56,2030,5.56,5.56,6.48,45505928.0,8187704.53,5.0,40938522.67,-4567405.33,0.9,Corporate,Construction,West,Low Value,Long-Term Customer,20.4,64.9,15.4,27.8,Standard Priority Customer,373
C0405,2019-01-30,2024-06-25,32,50787823.0,1587119.47,2163,5.92,5.92,5.4,50787823.0,8576168.45,5.0,42880842.23,-7906980.77,0.84,Corporate,Infrastructure,West,Medium Value,Long-Term Customer,28.0,22.9,30.6,27.76,Standard Priority Customer,374
C0057,2019-03-20,2024-12-04,32,49701788.6,1553180.89,2114,5.79,5.79,5.53,49701788.6,8587312.34,5.0,42936561.7,-6765226.9,0.86,Retail,Logistics,East,Medium Value,Long-Term Customer,28.4,27.2,27.0,27.74,Standard Priority Customer,375
C0386,2019-04-23,2024-11-04,32,48819152.6,1525598.52,2080,5.69,5.69,5.62,48819152.6,8572690.14,5.0,42863450.69,-5955701.91,0.88,Retail,Construction,North,Medium Value,Long-Term Customer,27.8,31.4,24.8,27.62,Standard Priority Customer,376
C0120,2019-01-02,2024-11-15,34,50313583.0,1479811.26,2191,6.0,6.0,5.67,50313583.0,8387510.81,5.0,41937554.06,-8376028.94,0.83,Fleet Owner,Construction,South,Low Value,Long-Term Customer,24.8,33.2,28.4,27.56,Standard Priority Customer,377
C0465,2019-03-12,2024-12-12,35,48083241.6,1373806.9,2122,5.81,5.81,6.02,48083241.6,8276344.95,5.0,41381724.77,-6701516.83,0.86,Fleet Owner,Mining,South,Low Value,Long-Term Customer,22.4,48.2,21.8,27.38,Standard Priority Customer,378
C0233,2019-05-29,2024-10-21,28,49889164.0,1781755.86,2044,5.6,5.6,5.0,49889164.0,8914881.19,5.0,44574405.95,-5314758.05,0.89,Government,Logistics,East,Medium Value,Long-Term Customer,33.2,11.3,27.4,27.08,Standard Priority Customer,379
C0444,2019-02-25,2024-01-08,30,50928809.0,1697626.97,2137,5.85,5.85,5.13,50928809.0,8704608.09,5.0,43523040.45,-7405768.55,0.85,Dealer,Manufacturing,South,Medium Value,Long-Term Customer,29.6,14.5,31.2,27.06,Standard Priority Customer,380
C0194,2019-04-15,2024-12-26,33,48202752.8,1460689.48,2088,5.72,5.72,5.77,48202752.8,8432018.9,5.0,42160094.49,-6042658.31,0.87,Fleet Owner,Construction,South,Medium Value,Long-Term Customer,25.4,37.0,22.8,26.94,Standard Priority Customer,381
C0048,2019-04-05,2024-09-12,31,49413459.2,1593982.55,2098,5.74,5.74,5.4,49413459.2,8602605.33,5.0,43013026.63,-6400432.57,0.87,Dealer,Mining,South,Medium Value,Long-Term Customer,28.6,22.2,26.6,26.72,Standard Priority Customer,382
C0008,2019-03-04,2024-07-16,34,48368868.0,1422613.76,2130,5.83,5.83,5.83,48368868.0,8294238.98,5.0,41471194.92,-6897673.08,0.86,Corporate,Logistics,West,Low Value,Long-Term Customer,23.4,38.6,23.8,26.56,Standard Priority Customer,383
C0044,2019-01-05,2024-11-17,34,49589458.0,1458513.47,2188,5.99,5.99,5.68,49589458.0,8278130.5,5.0,41390652.5,-8198805.5,0.83,Government,Mining,West,Low Value,Long-Term Customer,22.6,33.8,26.8,26.1,Standard Priority Customer,384
C0305,2019-05-16,2024-11-27,31,48238808.800000004,1556090.61,2057,5.63,5.63,5.5,48238808.8,8565495.83,5.0,42827479.13,-5411329.67,0.89,Fleet Owner,Logistics,North,Medium Value,Long-Term Customer,27.6,25.8,23.4,25.98,Standard Priority Customer,385
C0136,2019-03-23,2024-11-13,37,45774176.2,1237139.9,2111,5.78,5.78,6.4,45774176.2,7919951.61,5.0,39599758.07,-6174418.13,0.87,Dealer,Mining,West,Low Value,Long-Term Customer,17.2,62.6,15.8,25.86,Standard Priority Customer,386
C0313,2019-05-28,2024-09-02,30,48205237.4,1606841.25,2045,5.6,5.6,5.36,48205237.4,8609761.84,5.0,43048809.19,-5156428.21,0.89,Corporate,Mining,West,Medium Value,Long-Term Customer,29.2,20.8,23.0,25.66,Standard Priority Customer,387
C0214,2019-01-12,2024-12-26,31,50612095.0,1632648.23,2181,5.97,5.97,5.19,50612095.0,8475959.51,5.0,42379797.57,-8232297.43,0.84,Corporate,Rental,West,Medium Value,Long-Term Customer,26.4,16.3,30.0,25.46,Standard Priority Customer,388
C0003,2019-04-05,2024-10-30,38,44728031.8,1177053.47,2098,5.74,5.74,6.62,44728031.8,7786898.77,5.0,38934493.84,-5793537.96,0.87,Government,Logistics,West,Low Value,Long-Term Customer,13.8,69.8,13.6,24.94,Standard Priority Customer,389
C0089,2019-01-02,2024-11-14,37,47111014.0,1273270.65,2191,6.0,6.0,6.17,47111014.0,7853627.51,5.0,39268137.53,-7842876.47,0.83,Corporate,Rental,West,Low Value,Long-Term Customer,15.4,54.2,19.8,24.48,Standard Priority Customer,390
C0480,2019-01-24,2024-11-24,34,48525468.6,1427219.66,2169,5.94,5.94,5.73,48525468.6,8171474.14,5.0,40857370.69,-7668097.91,0.84,Government,Infrastructure,West,Low Value,Long-Term Customer,20.2,35.3,24.4,24.48,Standard Priority Customer,391
C0167,2019-01-03,2024-12-28,31,50383279.4,1625267.08,2190,6.0,6.0,5.17,50383279.4,8402964.75,5.0,42014823.75,-8368455.65,0.83,Retail,Mining,West,Low Value,Long-Term Customer,25.0,15.8,29.0,24.36,Standard Priority Customer,392
C0114,2019-02-09,2024-09-27,33,48515792.8,1470175.54,2153,5.89,5.89,5.6,48515792.8,8230558.9,5.0,41152794.52,-7362998.28,0.85,Retail,Mining,East,Low Value,Long-Term Customer,21.8,30.8,24.2,24.32,Standard Priority Customer,393
C0389,2019-04-04,2024-11-25,30,48796477.0,1626549.23,2099,5.75,5.75,5.22,48796477.0,8491144.94,5.0,42455724.69,-6340752.31,0.87,Retail,Mining,West,Medium Value,Long-Term Customer,26.6,17.0,24.6,24.08,Standard Priority Customer,394
C0185,2019-03-25,2024-09-16,33,47500335.2,1439404.1,2109,5.77,5.77,5.72,47500335.2,8226409.4,5.0,41132047.02,-6368288.18,0.87,Dealer,Logistics,West,Low Value,Long-Term Customer,21.6,34.8,20.8,24.0,Standard Priority Customer,395
C0033,2019-03-05,2024-12-12,30,49354094.2,1645136.47,2129,5.83,5.83,5.15,49354094.2,8467159.66,5.0,42335798.28,-7018295.92,0.86,Government,Mining,South,Medium Value,Long-Term Customer,26.0,15.2,26.4,23.96,Standard Priority Customer,396
C0199,2019-01-19,2024-10-21,33,48930073.4,1482729.5,2174,5.95,5.95,5.54,48930073.4,8220657.46,5.0,41103287.28,-7826786.12,0.84,Government,Mining,West,Low Value,Long-Term Customer,21.0,28.8,25.2,23.82,Standard Priority Customer,397
C0277,2019-05-28,2024-09-14,36,43668914.6,1213025.41,2045,5.6,5.6,6.43,43668914.6,7799545.75,5.0,38997728.75,-4671185.85,0.89,Dealer,Logistics,West,Low Value,Long-Term Customer,14.2,63.8,11.6,23.34,Standard Priority Customer,398
C0299,2019-01-24,2024-08-30,34,48095055.8,1414560.46,2169,5.94,5.94,5.73,48095055.8,8098994.53,5.0,40494972.64,-7600083.16,0.84,Retail,Logistics,South,Low Value,Long-Term Customer,19.0,35.3,22.0,23.16,Standard Priority Customer,399
C0494,2019-02-25,2024-11-28,32,48287535.6,1508985.49,2137,5.85,5.85,5.47,48287535.6,8253169.11,5.0,41265845.53,-7021690.07,0.85,Corporate,Construction,East,Low Value,Long-Term Customer,22.0,24.1,23.6,22.9,Standard Priority Customer,400
C0092,2019-01-17,2024-07-30,36,46760586.8,1298905.19,2176,5.96,5.96,6.04,46760586.8,7848945.0,5.0,39244725.02,-7515861.78,0.84,Fleet Owner,Logistics,West,Low Value,Long-Term Customer,15.2,49.6,17.8,22.86,Standard Priority Customer,401
C0416,2019-01-05,2024-10-20,37,46006682.0,1243423.84,2188,5.99,5.99,6.18,46006682.0,7680045.98,5.0,38400229.89,-7606452.11,0.83,Dealer,Manufacturing,South,Low Value,Long-Term Customer,12.4,55.0,16.2,22.06,Standard Priority Customer,402
C0155,2019-11-15,2024-12-17,31,41576324.2,1341171.75,1874,5.13,5.13,6.04,41576324.2,8103389.76,5.0,40516948.81,-1059375.39,0.97,Fleet Owner,Mining,East,Low Value,Long-Term Customer,19.2,49.4,8.2,21.94,Standard Priority Customer,403
C0127,2019-03-01,2024-06-25,28,48960650.8,1748594.67,2133,5.84,5.84,4.79,48960650.8,8383908.91,5.0,41919544.55,-7041106.25,0.86,Government,Construction,East,Low Value,Long-Term Customer,24.6,7.9,25.4,21.5,Standard Priority Customer,404
C0121,2019-01-22,2024-12-01,34,47029566.199999996,1383222.54,2171,5.94,5.94,5.72,47029566.2,7912275.01,5.0,39561375.07,-7468191.13,0.84,Government,Construction,West,Low Value,Long-Term Customer,17.0,35.0,19.0,21.2,Standard Priority Customer,405
C0187,2019-05-02,2024-11-08,30,46901016.0,1563367.2,2071,5.67,5.67,5.29,46901016.0,8271654.32,5.0,41358271.59,-5542744.41,0.88,Retail,Rental,North,Low Value,Long-Term Customer,22.2,19.4,18.4,20.5,Standard Priority Customer,406
C0387,2019-01-02,2024-10-26,34,47133318.0,1386274.06,2191,6.0,6.0,5.67,47133318.0,7857345.69,5.0,39286728.43,-7846589.57,0.83,Dealer,Infrastructure,East,Low Value,Long-Term Customer,15.6,33.2,20.0,20.44,Standard Priority Customer,407
C0164,2019-01-11,2024-11-13,36,45625652.8,1267379.24,2182,5.97,5.97,6.03,45625652.8,7637382.99,5.0,38186914.95,-7438737.85,0.84,Government,Construction,North,Low Value,Long-Term Customer,12.0,48.6,15.6,20.4,Standard Priority Customer,408
C0281,2019-07-26,2024-06-25,26,46282268.6,1780087.25,1986,5.44,5.44,4.78,46282268.6,8511882.48,5.0,42559412.4,-3722856.2,0.92,Government,Logistics,South,Medium Value,Long-Term Customer,27.0,7.4,17.0,20.08,Standard Priority Customer,409
