customer_id,delivered_order_count,total_revenue,average_order_value,first_order_date,last_order_date,revenue_share_pct,revenue_rank,cumulative_revenue_share_pct,contribution_class,concentration_group,abc_revenue_class,overall_concentration_flag,action_focus
C0117,31,38951277.4,1256492.82,2019-01-01,2024-08-12,0.13,475,97.07,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0170,27,38882680.4,1440099.27,2019-03-21,2024-12-20,0.13,476,97.2,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0392,31,38571708.8,1244248.67,2019-02-11,2024-12-12,0.13,477,97.33,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0028,29,38208624.0,1317538.76,2019-01-22,2024-11-13,0.13,478,97.46,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0309,31,38065991.6,1227935.21,2019-03-04,2024-12-17,0.13,479,97.59,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0271,24,37757473.8,1573228.08,2019-06-05,2024-11-26,0.13,480,97.72,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0479,26,37716131.0,1450620.42,2019-02-22,2024-10-08,0.13,481,97.85,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0334,33,37526956.6,1137180.5,2019-01-03,2024-08-24,0.13,482,97.98,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0139,29,37337910.0,1287514.14,2019-03-13,2024-10-31,0.13,483,98.11,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0238,30,36717219.2,1223907.31,2019-01-22,2024-03-25,0.13,484,98.23,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0262,26,36628894.0,1408803.62,2019-02-26,2024-12-04,0.13,485,98.36,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0007,31,36509378.2,1177721.88,2019-05-08,2024-11-03,0.12,486,98.48,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0177,28,35762840.4,1277244.3,2019-04-01,2024-12-25,0.12,487,98.6,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0279,26,35292218.0,1357393.0,2019-05-12,2024-11-12,0.12,488,98.72,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0145,33,34445949.4,1043816.65,2019-04-01,2024-12-29,0.12,489,98.84,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0061,29,33890240.0,1168628.97,2019-01-29,2024-09-08,0.12,490,98.96,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0303,27,32465859.6,1202439.24,2019-04-05,2024-12-01,0.11,491,99.07,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0183,27,32313901.0,1196811.15,2019-02-03,2024-12-05,0.11,492,99.18,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0353,27,31979908.6,1184441.06,2019-01-16,2024-10-08,0.11,493,99.29,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0125,30,31904862.6,1063495.42,2019-02-17,2024-12-09,0.11,494,99.4,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0456,27,31514609.0,1167207.74,2019-02-23,2024-10-16,0.11,495,99.51,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0108,24,31126705.0,1296946.04,2019-01-03,2024-12-29,0.11,496,99.61,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0292,27,30979627.8,1147393.62,2019-01-11,2024-04-28,0.11,497,99.72,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0180,27,30093537.8,1114575.47,2019-01-04,2024-12-10,0.1,498,99.82,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0174,29,29793255.0,1027353.62,2019-01-11,2024-12-03,0.1,499,99.92,Moderate Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
C0347,24,22536660.4,939027.52,2019-03-04,2024-12-03,0.08,500,100.0,Low Contribution,Other Customers,C - Long Tail,Diversified,Use scalable retention and cross-selling strategies
