customer_id,customer_type,industry_segment,region,customer_since,customer_tenure_years,delivered_order_count,orders_per_year,total_revenue,average_order_value,total_units_purchased,total_product_revenue,total_gross_profit,gross_margin_pct,annualized_revenue,annualized_gross_profit,estimated_customer_lifetime_value,customer_profitability_class,customer_clv_class,overall_customer_value_class,profitability_rank,clv_rank
C0010,Dealer,Construction,South,2015-12-30,9.01,46,5.11,63051038.4,1370674.75,2985,49509380,14004696.39,22.21,6999815.13,1554776.7,4664330.11,Medium Profitability,Low CLV,Low Value,142,401
C0442,Dealer,Logistics,East,2017-08-29,7.34,33,4.49,53527848.6,1622056.02,2137,41966020,11379862.82,21.26,7289726.59,1549774.38,4649323.15,Medium Profitability,Low CLV,Low Value,336,402
C0270,Corporate,Manufacturing,North,2015-07-25,9.44,43,4.56,68114112.8,1584049.13,2811,53374960,14627864.68,21.48,7215394.34,1549543.96,4648631.88,High Profitability,Low CLV,High Value,115,403
C0261,Dealer,Manufacturing,North,2016-03-14,8.8,33,3.75,62999554.6,1909077.41,2553,49449470,13615172.46,21.61,7157258.89,1546793.7,4640381.1,Medium Profitability,Low CLV,Low Value,168,404
C0064,Corporate,Manufacturing,North,2017-01-19,7.95,32,4.02,57893888.0,1809184.0,2240,45390350,12290980.82,21.23,7281591.8,1545895.57,4637686.72,Medium Profitability,Low CLV,Low Value,272,405
C0491,Dealer,Infrastructure,South,2015-11-26,9.1,27,2.97,65215944.4,2415405.35,2384,51140830,13983338.26,21.44,7166102.19,1536526.56,4609579.69,Medium Profitability,Low CLV,Low Value,144,406
C0211,Fleet Owner,Manufacturing,South,2016-04-18,8.71,42,4.82,59389779.2,1414042.36,3126,46705690,13353194.59,22.48,6821420.39,1533727.77,4601183.32,Medium Profitability,Low CLV,Low Value,187,407
C0473,Government,Rental,South,2019-02-26,5.85,26,4.45,42018356.8,1616090.65,1735,32922260,8963130.28,21.33,7185020.98,1532670.1,4598010.3,Low Profitability,Low CLV,Low Value,464,408
C0068,Retail,Mining,North,2016-09-07,8.32,39,4.69,57372766.4,1471096.57,2466,45062980,12709836.83,22.15,6897762.65,1528067.12,4584201.35,Medium Profitability,Low CLV,Low Value,242,409
C0251,Dealer,Mining,North,2016-06-05,8.57,36,4.2,60544705.8,1681797.38,2253,47504560,13102990.6,21.64,7060649.36,1528054.7,4584164.1,Medium Profitability,Low CLV,Low Value,209,410
C0038,Fleet Owner,Rental,North,2016-11-18,8.12,36,4.43,57808311.2,1605786.42,2388,45410090,12307832.14,21.29,7118842.1,1515656.0,4546967.99,Medium Profitability,Low CLV,Low Value,271,411
C0295,Corporate,Mining,East,2015-11-02,9.17,38,4.15,65390145.6,1720793.31,2729,51330170,13884007.14,21.23,7133736.76,1514675.51,4544026.53,Medium Profitability,Low CLV,Low Value,153,412
C0022,Retail,Infrastructure,South,2017-01-02,8.0,38,4.75,56759064.0,1493659.58,2582,44575550,12077662.01,21.28,7097311.92,1510224.6,4530673.79,Medium Profitability,Low CLV,Low Value,288,413
C0421,Retail,Construction,South,2015-03-28,9.77,38,3.89,69466242.8,1828059.02,2798,54492210,14738655.68,21.22,7113132.94,1509193.72,4527581.15,High Profitability,Low CLV,High Value,109,414
C0381,Corporate,Mining,South,2016-05-04,8.66,29,3.35,62038399.0,2139255.14,1971,48585550,12994615.98,20.95,7161670.43,1500089.6,4500268.79,Medium Profitability,Low CLV,Low Value,220,415
C0124,Dealer,Construction,West,2016-09-16,8.29,42,5.06,54870405.8,1306438.23,2907,43084310,12395554.22,22.59,6616512.29,1494709.86,4484129.59,Medium Profitability,Low CLV,Low Value,262,416
C0439,Dealer,Construction,South,2018-01-12,6.97,36,5.16,47576062.0,1321557.28,2294,37351400,10404059.74,21.87,6825277.55,1492569.84,4477709.53,Low Profitability,Low CLV,Low Value,403,417
C0427,Corporate,Mining,West,2017-01-21,7.95,41,5.16,53149424.2,1296327.42,2362,41731940,11802913.62,22.21,6689464.92,1485532.12,4456596.35,Medium Profitability,Low CLV,Low Value,310,418
C0454,Government,Mining,West,2018-10-19,6.2,33,5.32,41820500.6,1267287.9,1810,32847670,9090568.09,21.74,6740925.79,1465282.43,4395847.3,Low Profitability,Low CLV,Low Value,461,419
C0402,Fleet Owner,Rental,South,2018-03-04,6.83,35,5.12,43498305.2,1242808.72,2163,34212640,9987772.84,22.96,6367838.07,1462137.89,4386413.66,Low Profitability,Low CLV,Low Value,426,420
C0452,Fleet Owner,Mining,South,2018-09-19,6.29,35,5.57,40090449.2,1145441.41,2143,31479440,9163231.64,22.86,6377629.17,1457696.15,4373088.44,Low Profitability,Low CLV,Low Value,456,421
C0077,Corporate,Mining,North,2016-07-14,8.47,34,4.02,57865492.6,1701926.25,2369,45390570,12324209.07,21.3,6833291.68,1455356.41,4366069.22,Medium Profitability,Low CLV,Low Value,270,422
C0279,Dealer,Rental,West,2019-06-26,5.52,26,4.71,35292218.0,1357393.0,1973,27795350,8009161.31,22.69,6394088.6,1451064.57,4353193.7,Low Profitability,Low CLV,Low Value,488,423
C0425,Dealer,Manufacturing,South,2015-01-07,9.98,41,4.11,67882732.6,1655676.4,2543,53232320,14472062.35,21.32,6798510.58,1449388.75,4348166.25,High Profitability,Low CLV,High Value,123,424
C0269,Government,Mining,South,2015-07-06,9.49,41,4.32,61642030.4,1503464.16,2864,48367030,13753531.19,22.31,6494015.46,1448940.66,4346821.98,Medium Profitability,Low CLV,Low Value,158,425
C0313,Corporate,Mining,West,2017-08-06,7.41,30,4.05,48205237.4,1606841.25,1963,37841680,10724222.17,22.25,6509043.61,1448067.34,4344202.01,Low Profitability,Low CLV,Low Value,383,426
C0114,Retail,Mining,East,2017-05-18,7.62,33,4.33,48515792.8,1470175.54,2482,38178710,11038468.86,22.75,6362798.32,1447684.29,4343052.87,Medium Profitability,Low CLV,Low Value,366,427
C0018,Retail,Construction,West,2017-10-04,7.24,31,4.28,49286607.8,1589890.57,1898,38692710,10477301.52,21.26,6803451.81,1446271.5,4338814.49,Low Profitability,Low CLV,Low Value,399,428
C0191,Corporate,Manufacturing,South,2015-02-09,9.89,29,2.93,65787839.8,2268546.2,2165,51572860,14086347.4,21.41,6648867.87,1423640.95,4270922.85,Medium Profitability,Low CLV,Low Value,136,429
C0328,Government,Rental,East,2015-07-31,9.42,37,3.93,62646507.6,1693148.85,2539,49201820,13377990.19,21.35,6647773.65,1419613.86,4258841.59,Medium Profitability,Low CLV,Low Value,184,430
C0228,Government,Construction,South,2015-08-11,9.39,34,3.62,61132479.4,1798014.1,2234,47933580,13187327.99,21.57,6507909.68,1403868.13,4211604.39,Medium Profitability,Low CLV,Low Value,202,431
C0480,Government,Infrastructure,West,2017-06-14,7.55,34,4.5,48525468.6,1427219.66,2199,38076520,10570373.24,21.78,6426369.62,1399865.42,4199596.26,Low Profitability,Low CLV,Low Value,393,432
C0486,Government,Manufacturing,West,2016-07-30,8.42,34,4.04,52620254.4,1547654.54,2519,41350080,11752100.22,22.33,6246196.92,1395012.87,4185038.61,Medium Profitability,Low CLV,Low Value,314,433
C0353,Dealer,Manufacturing,North,2019-10-20,5.2,27,5.19,31979908.6,1184441.06,1680,25154270,7234400.38,22.62,6147716.64,1390718.28,4172154.85,Low Profitability,Low CLV,Low Value,493,434
C0210,Retail,Infrastructure,West,2016-09-28,8.26,30,3.63,53509817.8,1783660.59,2036,41928210,11459681.32,21.42,6478111.02,1387354.53,4162063.58,Medium Profitability,Low CLV,Low Value,332,435
C0007,Corporate,Manufacturing,West,2019-03-17,5.8,31,5.35,36509378.2,1177721.88,1908,28648240,8036052.74,22.01,6299031.83,1386475.33,4159425.98,Low Profitability,Low CLV,Low Value,487,436
C0305,Fleet Owner,Logistics,North,2017-05-14,7.64,31,4.06,48238808.8,1556090.61,1844,37914410,10481616.83,21.73,6317398.68,1372682.16,4118046.48,Low Profitability,Low CLV,Low Value,398,437
C0317,Corporate,Manufacturing,South,2018-01-11,6.97,32,4.59,43291415.2,1352856.72,2086,34026890,9558287.22,22.08,6208162.31,1370696.67,4112090.0,Low Profitability,Low CLV,Low Value,448,438
C0493,Retail,Construction,South,2015-10-12,9.22,38,4.12,54684935.2,1439077.24,2728,42934640,12642624.73,23.12,5928665.06,1370649.65,4111948.96,Medium Profitability,Low CLV,Low Value,245,439
C0386,Retail,Construction,North,2017-05-03,7.67,32,4.17,48819152.6,1525598.52,2060,38385820,10504696.96,21.52,6368284.1,1370300.2,4110900.6,Low Profitability,Low CLV,Low Value,396,440
C0143,Corporate,Infrastructure,South,2017-11-08,7.15,27,3.78,44644618.2,1653504.38,1891,35058490,9760746.1,21.86,6245287.93,1365420.34,4096261.03,Low Profitability,Low CLV,Low Value,436,441
C0162,Retail,Mining,East,2015-04-10,9.73,28,2.88,62233145.6,2222612.34,2208,48770920,13214058.38,21.23,6395795.28,1358028.93,4074086.8,Medium Profitability,Low CLV,Low Value,200,442
C0220,Government,Infrastructure,Central,2016-03-22,8.78,43,4.9,53467975.0,1243441.28,2604,41988750,11745417.27,21.97,6089547.2,1337703.04,4013109.13,Medium Profitability,Low CLV,Low Value,315,443
C0280,Corporate,Construction,West,2015-03-25,9.77,42,4.3,59078520.8,1406631.45,2692,46383310,13063205.76,22.11,6044378.07,1336508.66,4009525.97,Medium Profitability,Low CLV,Low Value,214,444
C0262,Corporate,Logistics,North,2018-10-04,6.25,26,4.16,36628894.0,1408803.62,1739,28771050,8331356.34,22.75,5865279.94,1334076.24,4002228.72,Low Profitability,Low CLV,Low Value,484,445
C0410,Corporate,Mining,South,2015-02-01,9.92,39,3.93,59804309.8,1533443.84,2506,46906860,13171507.3,22.02,6030790.77,1328242.14,3984726.43,Medium Profitability,Low CLV,Low Value,204,446
C0321,Retail,Logistics,South,2015-11-22,9.11,38,4.17,54558976.4,1435762.54,2577,42809230,12070939.29,22.12,5987880.45,1324792.84,3974378.52,Medium Profitability,Low CLV,Low Value,289,447
C0450,Fleet Owner,Construction,East,2016-01-12,8.97,38,4.24,55345960.4,1456472.64,2347,43401530,11871777.19,21.45,6168786.1,1323212.27,3969636.82,Medium Profitability,Low CLV,Low Value,304,448
C0362,Corporate,Rental,West,2015-11-20,9.12,37,4.06,53495189.2,1445815.92,2489,41935190,12045926.24,22.52,5867602.96,1321253.62,3963760.86,Medium Profitability,Low CLV,Low Value,292,449
C0236,Corporate,Mining,West,2015-06-24,9.52,41,4.3,57861179.0,1411248.27,2323,45446800,12524871.94,21.65,6074675.38,1314949.55,3944848.64,Medium Profitability,Low CLV,Low Value,252,450
C0399,Fleet Owner,Rental,South,2015-01-07,9.98,39,3.91,59287998.0,1520205.08,2439,46532600,12956741.3,21.85,5937740.96,1297628.12,3892884.37,Medium Profitability,Low CLV,Low Value,222,451
C0115,Fleet Owner,Mining,South,2017-07-20,7.45,29,3.89,44357793.6,1529579.09,1937,34787020,9660803.77,21.78,5952124.95,1296329.38,3888988.15,Low Profitability,Low CLV,Low Value,444,452
C0089,Corporate,Rental,West,2016-09-25,8.27,37,4.47,47111014.0,1273270.65,2219,37054300,10707328.99,22.73,5697780.75,1294984.08,3884952.23,Low Profitability,Low CLV,Low Value,384,453
C0401,Government,Logistics,North East,2015-02-06,9.9,36,3.64,58231157.8,1617532.16,2290,45711960,12820489.1,22.02,5880268.28,1294631.92,3883895.75,Medium Profitability,Low CLV,Low Value,229,454
C0470,Government,Mining,South,2016-05-16,8.63,36,4.17,49194933.2,1366525.92,2327,38599240,11121865.21,22.61,5700650.17,1288788.47,3866365.42,Medium Profitability,Low CLV,Low Value,357,455
C0277,Dealer,Logistics,West,2017-04-25,7.69,36,4.68,43668914.6,1213025.41,2195,34361720,9750207.77,22.33,5680224.74,1268256.19,3804768.58,Low Profitability,Low CLV,Low Value,437,456
C0111,Corporate,Construction,South,2015-04-16,9.71,33,3.4,55916542.2,1694440.67,2497,43914790,12186407.64,21.79,5756346.4,1254533.65,3763600.95,Medium Profitability,Low CLV,Low Value,281,457
C0397,Fleet Owner,Mining,West,2015-04-10,9.73,36,3.7,56279511.4,1563319.76,2475,44216230,12201465.35,21.68,5783931.22,1253963.2,3761889.61,Medium Profitability,Low CLV,Low Value,278,458
C0441,Dealer,Construction,North,2016-05-31,8.59,31,3.61,47045233.8,1517588.19,2382,37017660,10767779.43,22.89,5477612.89,1253723.76,3761171.28,Low Profitability,Low CLV,Low Value,380,459
C0014,Fleet Owner,Construction,East,2017-08-05,7.41,27,3.64,41523847.6,1537920.28,1776,32598320,9255683.57,22.29,5604798.72,1249312.06,3747936.17,Low Profitability,Low CLV,Low Value,455,460
C0423,Dealer,Infrastructure,South,2016-10-12,8.22,30,3.65,46894840.4,1563161.35,2057,36819280,10249981.72,21.86,5703743.08,1246688.59,3740065.76,Low Profitability,Low CLV,Low Value,415,461
C0147,Dealer,Rental,North,2017-03-13,7.81,30,3.84,44007572.2,1466919.07,1946,34566290,9701226.75,22.04,5637939.58,1242852.71,3728558.12,Low Profitability,Low CLV,Low Value,442,462
C0285,Government,Infrastructure,West,2015-03-03,9.83,47,4.78,54036327.8,1149709.1,2728,42474460,12221713.86,22.62,5494646.08,1242756.4,3728269.2,Medium Profitability,Low CLV,Low Value,276,463
C0003,Government,Logistics,West,2017-02-14,7.88,38,4.82,44728031.8,1177053.47,2164,35112260,9788128.44,21.88,5676481.45,1242221.65,3726664.95,Low Profitability,Low CLV,Low Value,435,464
C0044,Government,Mining,West,2016-03-08,8.82,34,3.86,49589458.0,1458513.47,2129,38929350,10887216.43,21.95,5623269.03,1234571.81,3703715.43,Medium Profitability,Low CLV,Low Value,373,465
C0067,Retail,Manufacturing,West,2015-04-30,9.68,31,3.2,55575120.6,1792745.83,2135,43570420,11715631.58,21.08,5743863.27,1210847.32,3632541.96,Medium Profitability,Low CLV,Low Value,317,466
C0347,Retail,Mining,North,2020-08-17,4.38,24,5.49,22536660.4,939027.52,1322,17721530,5223307.4,23.18,5151135.93,1193875.49,3581626.46,Low Profitability,Low CLV,Low Value,500,467
C0320,Retail,Construction,North,2015-04-28,9.68,34,3.51,53574056.6,1575707.55,2078,42001120,11409260.54,21.3,5533915.21,1178515.95,3535547.86,Medium Profitability,Low CLV,Low Value,335,468
C0418,Government,Mining,West,2015-12-25,9.02,30,3.33,47167025.6,1572234.19,2091,37023670,10625624.01,22.53,5228454.05,1177848.0,3533544.01,Low Profitability,Low CLV,Low Value,389,469
C0299,Retail,Logistics,South,2015-10-31,9.17,34,3.71,48095055.8,1414560.46,2351,37822560,10792714.87,22.44,5243796.76,1176728.09,3530184.27,Low Profitability,Low CLV,Low Value,379,470
C0179,Government,Infrastructure,South,2016-09-20,8.28,32,3.86,43222736.0,1350710.5,2305,34009700,9736103.63,22.53,5218877.46,1175574.17,3526722.5,Low Profitability,Low CLV,Low Value,439,471
C0344,Fleet Owner,Mining,West,2016-03-27,8.77,28,3.19,48151864.0,1719709.43,1972,37729300,10298271.35,21.39,5492650.95,1174716.93,3524150.79,Low Profitability,Low CLV,Low Value,412,472
C0430,Retail,Manufacturing,West,2016-04-16,8.71,27,3.1,44879330.8,1662197.44,2115,35197560,10120212.18,22.55,5151532.24,1161661.69,3484985.07,Low Profitability,Low CLV,Low Value,421,473
C0309,Government,Manufacturing,West,2017-10-12,7.22,31,4.29,38065991.6,1227935.21,1823,29869120,8350513.24,21.94,5270509.26,1156188.39,3468565.16,Low Profitability,Low CLV,Low Value,482,474
C0057,Retail,Logistics,East,2015-06-10,9.56,32,3.35,49701788.6,1553180.89,2256,39001020,11052449.3,22.24,5197130.92,1155713.46,3467140.37,Medium Profitability,Low CLV,Low Value,364,475
C0008,Corporate,Logistics,West,2015-06-24,9.52,34,3.57,48368868.0,1422613.76,2280,37972100,10867363.74,22.47,5078105.5,1140932.63,3422797.88,Medium Profitability,Low CLV,Low Value,375,476
C0170,Government,Construction,South,2017-06-15,7.55,27,3.58,38882680.4,1440099.27,1743,30542780,8419040.51,21.65,5151214.73,1115362.55,3346087.65,Low Profitability,Low CLV,Low Value,479,477
C0100,Government,Construction,North,2015-02-01,9.92,38,3.83,48373950.0,1272998.68,2363,38016250,10998475.11,22.74,4878129.55,1109109.07,3327327.2,Medium Profitability,Low CLV,Low Value,368,478
C0339,Fleet Owner,Logistics,South,2016-12-05,8.07,24,2.97,40193008.4,1674708.68,1645,31557880,8710967.24,21.67,4978126.93,1078901.59,3236704.77,Low Profitability,Low CLV,Low Value,472,479
C0127,Government,Construction,East,2015-01-29,9.92,28,2.82,48960650.8,1748594.67,2134,38456060,10660500.57,21.77,4933207.64,1074137.33,3222412.0,Low Profitability,Low CLV,Low Value,385,480
C0037,Corporate,Construction,West,2015-09-18,9.29,36,3.88,45505928.0,1264053.56,1860,35689100,9929143.45,21.82,4898626.64,1068853.42,3206560.25,Low Profitability,Low CLV,Low Value,430,481
C0208,Fleet Owner,Logistics,North,2015-02-26,9.85,30,3.05,46904115.8,1563470.53,2086,36866060,10462294.87,22.31,4762782.4,1062372.31,3187116.93,Low Profitability,Low CLV,Low Value,400,482
C0352,Corporate,Mining,South,2016-08-01,8.42,30,3.56,40262666.2,1342088.87,1819,31581590,8894540.59,22.09,4782419.13,1056497.87,3169493.61,Low Profitability,Low CLV,Low Value,466,483
C0164,Government,Construction,North,2015-04-14,9.72,36,3.7,45625652.8,1267379.24,2125,35851210,10181582.82,22.32,4694301.32,1047555.81,3142667.43,Low Profitability,Low CLV,Low Value,417,484
C0151,Government,Infrastructure,East,2016-07-10,8.48,27,3.18,39556960.6,1465072.61,1902,31051670,8825242.29,22.31,4665217.91,1040820.07,3122460.2,Low Profitability,Low CLV,Low Value,468,485
C0350,Dealer,Logistics,North East,2015-09-26,9.27,32,3.45,41227777.0,1288368.03,1936,32353150,9131223.2,22.15,4448580.66,985281.91,2955845.74,Low Profitability,Low CLV,Low Value,459,486
C0243,Government,Construction,North,2015-05-28,9.6,28,2.92,42431751.6,1515419.7,2049,33315370,9410602.29,22.18,4420478.4,980382.91,2941148.73,Low Profitability,Low CLV,Low Value,452,487
C0137,Dealer,Infrastructure,South,2015-11-19,9.12,21,2.3,42806442.6,2038402.03,1656,33571570,8937724.61,20.88,4693801.61,980037.2,2940111.6,Low Profitability,Low CLV,Low Value,465,488
C0366,Corporate,Logistics,East,2015-02-22,9.86,26,2.64,43711261.8,1681202.38,1695,34264010,9548596.31,21.84,4433640.2,968515.64,2905546.91,Low Profitability,Low CLV,Low Value,449,489
C0229,Government,Mining,East,2015-01-18,9.95,28,2.81,44419985.8,1586428.06,1589,34806810,9342992.08,21.03,4462156.16,938539.01,2815617.04,Low Profitability,Low CLV,Low Value,453,490
C0487,Dealer,Mining,South,2015-07-27,9.43,26,2.76,39512216.0,1519700.62,1785,31063950,8771592.63,22.2,4187996.78,929722.64,2789167.91,Low Profitability,Low CLV,Low Value,470,491
C0155,Fleet Owner,Mining,East,2015-03-11,9.81,31,3.16,41576324.2,1341171.75,1798,32588940,9064719.78,21.8,4237096.1,923797.13,2771391.38,Low Profitability,Low CLV,Low Value,462,492
C0392,Fleet Owner,Logistics,East,2015-02-15,9.88,31,3.14,38571708.8,1244248.67,1721,30249660,8779114.17,22.76,3904744.08,888739.32,2666217.95,Low Profitability,Low CLV,Low Value,469,493
C0125,Government,Mining,West,2016-12-10,8.06,30,3.72,31904862.6,1063495.42,1586,25077820,7128315.95,22.34,3958305.39,884380.91,2653142.73,Low Profitability,Low CLV,Low Value,495,494
C0303,Corporate,Mining,West,2016-05-12,8.64,27,3.12,32465859.6,1202439.24,1711,25492220,7274311.02,22.41,3757336.89,841870.12,2525610.36,Low Profitability,Low CLV,Low Value,491,495
C0177,Dealer,Construction,West,2015-02-17,9.87,28,2.84,35762840.4,1277244.3,2001,28125780,8149683.78,22.79,3622400.85,825477.54,2476432.61,Low Profitability,Low CLV,Low Value,486,496
C0061,Dealer,Construction,West,2016-02-14,8.88,29,3.27,33890240.0,1168628.97,1352,26564250,7267105.12,21.44,3815786.12,818221.38,2454664.13,Low Profitability,Low CLV,Low Value,492,497
C0108,Corporate,Rental,North,2015-09-22,9.28,24,2.59,31126705.0,1296946.04,1618,24485250,7065806.19,22.7,3354685.45,761518.36,2284555.07,Low Profitability,Low CLV,Low Value,496,498
C0174,Government,Mining,West,2016-01-11,8.97,29,3.23,29793255.0,1027353.62,1708,23386250,6754639.95,22.67,3319702.99,752633.39,2257900.16,Low Profitability,Low CLV,Low Value,499,499
C0456,Corporate,Mining,North,2015-02-13,9.88,27,2.73,31514609.0,1167207.74,1488,24747800,6888616.93,21.86,3188562.59,696971.56,2090914.68,Low Profitability,Low CLV,Low Value,497,500
