customer_id,delivered_order_count,first_purchase_date,last_purchase_date,total_revenue,average_days_between_orders,minimum_days_between_orders,maximum_days_between_orders,customer_active_days,purchase_period_years,orders_per_year,purchase_frequency_class,purchase_interval_class,repeat_customer_class,average_order_value,customer_type,industry_segment,region,credit_limit,current_balance,customer_rating,purchase_frequency_score,purchase_behaviour_class,purchase_priority_score,purchase_priority_rank
C0066,32,2019-01-29,2024-10-11,54037060.8,67.16,3.0,190.0,2082,5.7,5.61,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1688658.15,Retail,Manufacturing,Central,37976,5882,1,2,Low Engagement Customer,45,340
C0114,33,2019-02-09,2024-09-27,48515792.8,64.28,0.0,190.0,2057,5.63,5.86,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1470175.54,Retail,Mining,East,42285,6186,4,2,Low Engagement Customer,45,341
C0120,34,2019-01-02,2024-11-15,50313583.0,64.97,0.0,238.0,2144,5.87,5.79,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1479811.26,Fleet Owner,Construction,South,416429,90596,5,2,Low Engagement Customer,45,342
C0199,33,2019-01-19,2024-10-21,48930073.4,65.69,5.0,380.0,2102,5.75,5.73,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1482729.5,Government,Mining,West,666213,506832,3,2,Low Engagement Customer,45,343
C0223,33,2019-03-01,2024-10-15,54079206.6,64.22,2.0,295.0,2055,5.63,5.87,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1638763.84,Corporate,Logistics,West,681810,584759,1,2,Low Engagement Customer,45,344
C0195,31,2019-02-15,2024-12-28,56797913.6,71.43,1.0,322.0,2143,5.87,5.28,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1832190.76,Fleet Owner,Logistics,East,389773,149217,2,2,Low Engagement Customer,45,345
C0317,32,2019-01-17,2024-12-25,43291415.2,69.97,1.0,231.0,2169,5.94,5.39,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1352856.72,Corporate,Manufacturing,South,228417,52279,3,2,Low Engagement Customer,45,346
C0166,32,2019-01-18,2024-12-08,69504759.6,69.39,2.0,432.0,2151,5.89,5.43,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2172023.74,Fleet Owner,Manufacturing,West,735924,576566,2,2,Low Engagement Customer,45,347
C0308,33,2019-02-19,2024-12-12,50359329.6,66.34,1.0,283.0,2123,5.81,5.68,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1526040.29,Retail,Mining,North,23387,13502,3,2,Low Engagement Customer,45,348
C0156,33,2019-01-14,2024-09-17,67117436.4,64.78,4.0,243.0,2073,5.68,5.81,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2033861.71,Government,Manufacturing,South,1032586,173071,5,2,Low Engagement Customer,45,349
C0349,33,2019-01-31,2024-10-19,56613876.0,65.25,3.0,302.0,2088,5.72,5.77,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1715572.0,Corporate,Rental,West,505172,308946,1,2,Low Engagement Customer,45,350
C0350,32,2019-05-03,2024-11-25,41227777.0,65.58,3.0,350.0,2033,5.57,5.75,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1288368.03,Dealer,Logistics,North East,386127,5509,2,2,Low Engagement Customer,45,351
C0338,33,2019-02-01,2024-11-23,52210070.0,66.31,1.0,278.0,2122,5.81,5.68,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1582123.33,Corporate,Rental,West,849500,770295,4,2,Low Engagement Customer,45,352
C0316,33,2019-03-08,2024-09-22,45390754.0,63.28,0.0,238.0,2025,5.54,5.95,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1375477.39,Dealer,Manufacturing,East,254996,128290,4,2,Low Engagement Customer,45,353
C0167,31,2019-01-03,2024-12-28,50383279.4,72.87,2.0,368.0,2186,5.98,5.18,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1625267.08,Retail,Mining,West,34602,32450,4,2,Low Engagement Customer,45,354
C0168,34,2019-06-02,2024-12-18,64028787.0,61.39,0.0,171.0,2026,5.55,6.13,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1883199.62,Dealer,Infrastructure,West,238781,189804,1,2,Low Engagement Customer,45,355
C0173,31,2019-03-29,2024-10-18,57999777.4,67.67,0.0,200.0,2030,5.56,5.58,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1870960.56,Retail,Logistics,South,22198,3421,1,2,Low Engagement Customer,45,356
C0179,32,2019-05-20,2024-07-21,43222736.0,60.94,0.0,254.0,1889,5.17,6.19,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1350710.5,Government,Infrastructure,South,630635,213290,3,2,Low Engagement Customer,45,357
C0204,31,2019-05-20,2024-12-08,39880662.0,67.63,1.0,379.0,2029,5.56,5.58,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1286472.97,Retail,Rental,South,20298,7042,2,2,Low Engagement Customer,45,358
C0259,33,2019-02-02,2024-12-13,60202150.6,66.91,0.0,308.0,2141,5.86,5.63,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1824307.59,Fleet Owner,Logistics,South,326836,313932,1,2,Low Engagement Customer,45,359
C0268,32,2019-01-21,2024-10-07,63709103.6,67.29,0.0,218.0,2086,5.71,5.6,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1990909.49,Government,Mining,West,1168032,365651,3,2,Low Engagement Customer,45,360
C0283,31,2019-04-14,2024-09-04,44490975.8,65.67,4.0,374.0,1970,5.39,5.75,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1435192.77,Retail,Logistics,North,11744,10481,1,2,Low Engagement Customer,45,361
C0194,33,2019-04-15,2024-12-26,48202752.8,65.06,2.0,188.0,2082,5.7,5.79,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1460689.48,Fleet Owner,Construction,South,380469,167449,1,2,Low Engagement Customer,45,362
C0214,31,2019-01-12,2024-12-26,50612095.0,72.5,1.0,353.0,2175,5.95,5.21,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1632648.23,Corporate,Rental,West,583212,447435,4,2,Low Engagement Customer,45,363
C0212,31,2019-02-01,2024-08-23,45262151.0,67.67,4.0,372.0,2030,5.56,5.58,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1460069.39,Retail,Infrastructure,North East,24433,23440,4,2,Low Engagement Customer,45,364
C0261,33,2019-05-06,2024-12-06,62999554.6,63.78,4.0,277.0,2041,5.59,5.91,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1909077.41,Dealer,Manufacturing,North,164597,79881,5,2,Low Engagement Customer,45,365
C0245,33,2019-01-01,2024-11-30,56554752.6,67.5,1.0,305.0,2160,5.91,5.58,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1713780.38,Dealer,Logistics,South,204820,16669,2,2,Low Engagement Customer,45,366
C0231,32,2019-02-21,2024-11-08,51646725.4,67.32,1.0,232.0,2087,5.71,5.6,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1613960.17,Government,Infrastructure,West,903218,113383,4,2,Low Engagement Customer,45,367
C0227,34,2019-02-13,2024-10-24,57926647.6,63.03,2.0,220.0,2080,5.69,5.97,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1703724.93,Fleet Owner,Infrastructure,East,282190,210075,1,2,Low Engagement Customer,45,368
C0494,32,2019-02-25,2024-11-28,48287535.6,67.84,1.0,421.0,2103,5.76,5.56,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1508985.49,Corporate,Construction,East,704926,188070,2,2,Low Engagement Customer,45,369
C0015,34,2019-02-18,2024-11-16,61028370.8,63.58,3.0,312.0,2098,5.74,5.92,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1794952.08,Government,Rental,West,790010,18560,2,2,Low Engagement Customer,45,370
C0482,31,2019-12-15,2024-12-03,73762403.2,60.5,1.0,392.0,1815,4.97,6.24,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2379432.36,Fleet Owner,Logistics,East,285819,265924,1,2,Low Engagement Customer,45,371
C0009,34,2019-04-14,2024-11-04,68836324.8,61.55,0.0,331.0,2031,5.56,6.11,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2024597.79,Corporate,Rental,West,273316,231149,4,2,Low Engagement Customer,45,372
C0034,32,2019-01-05,2024-10-06,42477752.2,67.77,1.0,215.0,2101,5.75,5.56,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1327429.76,Government,Construction,West,1033298,786303,5,2,Low Engagement Customer,45,373
C0001,34,2019-01-26,2024-11-15,55019747.4,64.24,4.0,176.0,2120,5.8,5.86,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1618227.86,Retail,Construction,East,45896,43284,4,2,Low Engagement Customer,45,374
C0030,32,2019-01-30,2024-09-02,58263942.8,65.87,0.0,261.0,2042,5.59,5.72,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1820748.21,Corporate,Construction,South,501072,443634,5,2,Low Engagement Customer,45,375
C0023,32,2019-01-05,2024-12-27,58217713.2,70.42,1.0,292.0,2183,5.98,5.35,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1819303.54,Corporate,Mining,South,274997,248491,2,2,Low Engagement Customer,45,376
C0044,34,2019-01-05,2024-11-17,49589458.0,64.94,3.0,275.0,2143,5.87,5.79,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1458513.47,Government,Mining,West,888707,663201,4,2,Low Engagement Customer,45,377
C0460,32,2019-04-06,2024-11-25,64634814.4,66.45,0.0,291.0,2060,5.64,5.67,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2019837.95,Dealer,Logistics,South,143749,30133,1,2,Low Engagement Customer,45,378
C0454,33,2019-02-08,2024-11-14,41820500.6,65.81,4.0,263.0,2106,5.77,5.72,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1267287.9,Government,Mining,West,797861,13824,3,2,Low Engagement Customer,45,379
C0453,31,2019-05-25,2024-12-01,59284873.8,67.23,3.0,315.0,2017,5.52,5.61,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1912415.28,Dealer,Mining,East,158610,20082,3,2,Low Engagement Customer,45,380
C0434,33,2019-01-05,2024-10-26,54575670.2,66.28,2.0,258.0,2121,5.81,5.68,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1653808.19,Corporate,Mining,Central,437713,377663,4,2,Low Engagement Customer,45,381
C0447,33,2019-05-16,2024-12-23,61334243.8,64.0,5.0,323.0,2048,5.61,5.89,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1858613.45,Fleet Owner,Rental,East,659733,93235,2,2,Low Engagement Customer,45,382
C0055,32,2019-04-01,2024-12-11,59056095.2,67.13,5.0,183.0,2081,5.7,5.62,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1845502.98,Dealer,Construction,North,394514,195008,1,2,Low Engagement Customer,45,383
C0449,32,2019-07-19,2024-11-19,55700286.8,62.9,0.0,396.0,1950,5.34,5.99,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1740633.96,Fleet Owner,Logistics,West,359802,296904,3,2,Low Engagement Customer,45,384
C0441,31,2019-01-17,2024-10-19,47045233.8,70.07,1.0,230.0,2102,5.75,5.39,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1517588.19,Dealer,Construction,North,261833,189019,2,2,Low Engagement Customer,45,385
C0075,33,2019-04-17,2024-10-20,50186853.4,62.91,2.0,231.0,2013,5.51,5.99,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1520813.74,Retail,Mining,South,27094,12134,5,2,Low Engagement Customer,45,386
C0419,31,2019-03-05,2024-09-30,61514207.2,67.87,1.0,378.0,2036,5.57,5.56,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1984329.26,Fleet Owner,Logistics,West,344338,246613,1,2,Low Engagement Customer,45,387
C0077,34,2019-02-05,2024-12-16,57865492.6,64.88,2.0,287.0,2141,5.86,5.8,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1701926.25,Corporate,Mining,North,715444,620984,1,2,Low Engagement Customer,45,388
C0392,31,2019-02-11,2024-12-12,38571708.8,71.03,6.0,266.0,2131,5.83,5.31,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1244248.67,Fleet Owner,Logistics,East,465583,265735,2,2,Low Engagement Customer,45,389
C0391,33,2019-01-14,2024-11-30,47080496.4,67.09,4.0,458.0,2147,5.88,5.61,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1426681.71,Government,Construction,West,624393,239160,3,2,Low Engagement Customer,45,390
C0382,33,2019-04-17,2024-11-19,42929317.0,63.84,3.0,487.0,2043,5.59,5.9,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1300888.39,Retail,Manufacturing,South,41306,34329,3,2,Low Engagement Customer,45,391
C0118,32,2019-02-03,2024-12-10,41835680.2,68.94,2.0,332.0,2137,5.85,5.47,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1307365.01,Retail,Rental,South,40651,8239,4,2,Low Engagement Customer,45,392
C0104,34,2019-04-06,2024-12-30,42120081.4,63.48,2.0,187.0,2095,5.74,5.93,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1238825.92,Fleet Owner,Infrastructure,South,318210,213321,1,2,Low Engagement Customer,45,393
C0102,34,2019-03-11,2024-10-24,71864051.2,62.24,1.0,370.0,2054,5.62,6.05,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2113648.56,Government,Infrastructure,East,1221840,547151,4,2,Low Engagement Customer,45,394
C0112,33,2019-02-27,2024-12-01,46248326.6,65.75,1.0,234.0,2104,5.76,5.73,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1401464.44,Fleet Owner,Mining,South,389833,373500,2,2,Low Engagement Customer,45,395
C0111,33,2019-04-09,2024-12-16,55916542.2,64.94,1.0,230.0,2078,5.69,5.8,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1694440.67,Corporate,Construction,South,332240,18012,3,2,Low Engagement Customer,45,396
C0131,32,2019-02-21,2024-06-14,59008448.8,62.58,3.0,336.0,1940,5.31,6.02,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1844014.02,Corporate,Rental,South,215893,70818,2,2,Low Engagement Customer,45,397
C0145,33,2019-04-01,2024-12-29,34445949.4,65.59,0.0,400.0,2099,5.75,5.74,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1043816.65,Retail,Construction,West,49522,23237,3,2,Low Engagement Customer,45,398
C0138,34,2019-01-10,2024-12-25,62582651.4,65.94,1.0,275.0,2176,5.96,5.71,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1840666.22,Corporate,Mining,South,251506,244794,5,2,Low Engagement Customer,45,399
C0368,31,2019-02-17,2024-11-01,51837532.8,69.47,3.0,175.0,2084,5.71,5.43,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1672178.48,Fleet Owner,Construction,South,234723,90488,1,2,Low Engagement Customer,45,400
C0191,29,2019-02-03,2024-12-12,65787839.8,76.39,2.0,251.0,2139,5.86,4.95,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2268546.2,Corporate,Manufacturing,South,615994,569076,2,1,Low Engagement Customer,25,401
C0183,27,2019-02-03,2024-12-05,32313901.0,82.0,2.0,352.0,2132,5.84,4.63,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1196811.15,Government,Mining,West,1225772,731224,4,1,Low Engagement Customer,25,402
C0184,29,2019-03-12,2024-11-28,61479056.4,74.57,1.0,244.0,2088,5.72,5.07,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2119967.46,Retail,Rental,South,47652,2668,3,1,Low Engagement Customer,25,403
C0313,30,2019-05-28,2024-09-02,48205237.4,66.34,1.0,193.0,1924,5.27,5.7,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1606841.25,Corporate,Mining,West,821603,658403,1,1,Low Engagement Customer,25,404
C0258,28,2019-02-04,2024-10-10,62250978.4,76.85,6.0,353.0,2075,5.68,4.93,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2223249.23,Corporate,Mining,South,299133,238697,2,1,Low Engagement Customer,25,405
C0238,30,2019-01-22,2024-03-25,36717219.2,65.14,4.0,349.0,1889,5.17,5.8,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1223907.31,Corporate,Construction,South,299342,40569,5,1,Low Engagement Customer,25,406
C0234,29,2019-01-09,2024-12-26,72295152.4,77.79,1.0,326.0,2178,5.96,4.86,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2492936.29,Corporate,Infrastructure,West,418214,52828,2,1,Low Engagement Customer,25,407
C0233,28,2019-05-29,2024-10-21,49889164.0,73.04,3.0,259.0,1972,5.4,5.19,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1781755.86,Government,Logistics,East,1146772,306186,3,1,Low Engagement Customer,25,408
C0229,28,2019-05-15,2024-11-29,44419985.8,75.0,3.0,309.0,2025,5.54,5.05,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1586428.06,Government,Mining,East,543686,47129,3,1,Low Engagement Customer,25,409
C0243,28,2019-11-20,2024-12-10,42431751.6,68.41,1.0,219.0,1847,5.06,5.54,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1515419.7,Government,Construction,North,1271592,1157997,3,1,Low Engagement Customer,25,410
C0256,30,2019-01-03,2024-09-19,58794725.4,71.93,3.0,270.0,2086,5.71,5.25,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1959824.18,Corporate,Infrastructure,North East,930018,60762,4,1,Low Engagement Customer,25,411
C0226,26,2019-01-22,2024-09-28,47025541.0,83.04,4.0,242.0,2076,5.68,4.57,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1808674.65,Dealer,Logistics,West,400547,150512,5,1,Low Engagement Customer,25,412
C0248,30,2019-01-10,2024-12-04,45208412.0,74.31,0.0,376.0,2155,5.9,5.08,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1506947.07,Fleet Owner,Rental,West,635210,15754,5,1,Low Engagement Customer,25,413
C0007,31,2019-05-08,2024-11-03,36509378.2,66.87,3.0,247.0,2006,5.49,5.64,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1177721.88,Corporate,Manufacturing,West,859003,565081,4,1,Low Engagement Customer,25,414
C0014,27,2019-03-05,2024-12-21,41523847.6,81.46,4.0,420.0,2118,5.8,4.66,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1537920.28,Fleet Owner,Construction,East,611397,522294,2,1,Low Engagement Customer,25,415
C0484,27,2019-01-30,2024-11-10,48200851.6,81.19,9.0,259.0,2111,5.78,4.67,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1785216.73,Fleet Owner,Mining,West,773172,383774,1,1,Low Engagement Customer,25,416
C0487,26,2019-03-08,2024-03-18,39512216.0,73.48,0.0,379.0,1837,5.03,5.17,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1519700.62,Dealer,Mining,South,346606,25749,1,1,Low Engagement Customer,25,417
C0485,28,2019-01-14,2024-10-01,59146123.8,77.3,0.0,327.0,2087,5.71,4.9,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2112361.56,Fleet Owner,Rental,West,581553,485739,1,1,Low Engagement Customer,25,418
C0491,27,2019-03-27,2024-07-04,65215944.4,74.08,6.0,238.0,1926,5.27,5.12,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2415405.35,Dealer,Infrastructure,South,312699,2744,1,1,Low Engagement Customer,25,419
C0497,30,2019-06-12,2024-11-02,51439335.2,67.93,3.0,209.0,1970,5.39,5.56,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1714644.51,Government,Logistics,South,764082,310133,3,1,Low Engagement Customer,25,420
C0213,30,2019-02-26,2024-08-31,66248437.6,69.41,3.0,358.0,2013,5.51,5.44,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2208281.25,Fleet Owner,Rental,West,192184,161419,4,1,Low Engagement Customer,25,421
C0265,29,2019-02-19,2024-09-27,47931619.6,73.11,8.0,322.0,2047,5.6,5.17,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1652814.47,Retail,Mining,West,18495,6434,1,1,Low Engagement Customer,25,422
C0262,26,2019-02-26,2024-12-04,36628894.0,84.32,2.0,272.0,2108,5.77,4.5,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1408803.62,Corporate,Logistics,North,476523,424625,4,1,Low Engagement Customer,25,423
C0210,30,2019-02-20,2024-11-26,53509817.8,72.62,3.0,273.0,2106,5.77,5.2,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1783660.59,Retail,Infrastructure,West,11789,1490,2,1,Low Engagement Customer,25,424
C0180,27,2019-01-04,2024-12-10,30093537.8,83.35,24.0,223.0,2167,5.93,4.55,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1114575.47,Fleet Owner,Logistics,South,747590,313557,3,1,Low Engagement Customer,25,425
C0303,27,2019-04-05,2024-12-01,32465859.6,79.5,1.0,320.0,2067,5.66,4.77,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1202439.24,Corporate,Mining,West,323564,38655,3,1,Low Engagement Customer,25,426
C0182,29,2019-03-03,2024-08-03,40856091.0,70.71,1.0,211.0,1980,5.42,5.35,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1408830.72,Dealer,Infrastructure,East,298476,237412,5,1,Low Engagement Customer,25,427
C0187,30,2019-05-02,2024-11-08,46901016.0,69.55,4.0,222.0,2017,5.52,5.43,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1563367.2,Retail,Rental,North,42105,40074,1,1,Low Engagement Customer,25,428
C0162,28,2019-07-05,2024-10-14,62233145.6,71.41,0.0,240.0,1928,5.28,5.3,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2222612.34,Retail,Mining,East,21937,2738,4,1,Low Engagement Customer,25,429
C0267,29,2019-03-07,2024-03-25,46440405.2,65.89,2.0,267.0,1845,5.05,5.74,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1601393.28,Fleet Owner,Infrastructure,South,253236,64982,3,1,Low Engagement Customer,25,430
C0271,24,2019-06-05,2024-11-26,37757473.8,87.0,1.0,259.0,2001,5.48,4.38,Low Frequency Customer,Long Purchase Gap,Repeat Customer,1573228.08,Corporate,Infrastructure,South,399363,217846,5,1,Low Engagement Customer,25,431
C0281,26,2019-07-26,2024-06-25,46282268.6,71.84,0.0,368.0,1796,4.92,5.29,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1780087.25,Government,Logistics,South,1088567,176124,4,1,Low Engagement Customer,25,432
C0279,26,2019-05-12,2024-11-12,35292218.0,80.44,2.0,394.0,2011,5.51,4.72,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1357393.0,Dealer,Rental,West,105022,100986,4,1,Low Engagement Customer,25,433
C0202,28,2019-09-19,2024-09-21,50389917.2,67.74,1.0,317.0,1829,5.01,5.59,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1799639.9,Government,Logistics,North,1402130,532821,4,1,Low Engagement Customer,25,434
C0208,30,2019-01-20,2024-12-30,46904115.8,74.86,3.0,215.0,2171,5.94,5.05,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1563470.53,Fleet Owner,Logistics,North,737567,537907,4,1,Low Engagement Customer,25,435
C0292,27,2019-01-11,2024-04-28,30979627.8,74.38,11.0,325.0,1934,5.3,5.1,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1147393.62,Corporate,Rental,Central,627266,572987,2,1,Low Engagement Customer,25,436
C0357,28,2019-01-05,2024-11-17,57734552.2,79.37,1.0,344.0,2143,5.87,4.77,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2061948.29,Corporate,Mining,West,573217,397222,2,1,Low Engagement Customer,25,437
C0353,27,2019-01-16,2024-10-08,31979908.6,80.46,0.0,295.0,2092,5.73,4.71,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1184441.06,Dealer,Manufacturing,North,275021,20542,1,1,Low Engagement Customer,25,438
C0352,30,2019-02-23,2024-11-11,40262666.2,72.0,2.0,237.0,2088,5.72,5.25,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1342088.87,Corporate,Mining,South,729658,322307,1,1,Low Engagement Customer,25,439
C0347,24,2019-03-04,2024-12-03,22536660.4,91.35,2.0,214.0,2101,5.75,4.17,Low Frequency Customer,Long Purchase Gap,Repeat Customer,939027.52,Retail,Mining,North,33854,16481,4,1,Low Engagement Customer,25,440
C0344,28,2019-01-04,2024-06-17,48151864.0,73.74,0.0,531.0,1991,5.45,5.14,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1719709.43,Fleet Owner,Mining,West,508890,439948,2,1,Low Engagement Customer,25,441
C0339,24,2019-05-01,2024-08-16,40193008.4,84.09,4.0,302.0,1934,5.3,4.53,Low Frequency Customer,Long Purchase Gap,Repeat Customer,1674708.68,Fleet Owner,Logistics,South,121781,76116,2,1,Low Engagement Customer,25,442
C0151,27,2019-03-03,2024-11-28,39556960.6,80.65,9.0,208.0,2097,5.74,4.7,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1465072.61,Government,Infrastructure,East,1163117,166210,5,1,Low Engagement Customer,25,443
C0150,30,2019-07-12,2024-11-09,41608958.8,67.14,2.0,362.0,1947,5.33,5.63,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1386965.29,Fleet Owner,Manufacturing,West,197605,127111,5,1,Low Engagement Customer,25,444
C0147,30,2019-07-21,2024-12-22,44007572.2,68.31,1.0,200.0,1981,5.42,5.53,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1466919.07,Dealer,Rental,North,363902,291538,5,1,Low Engagement Customer,25,445
C0325,30,2019-03-03,2024-11-09,52920013.4,71.66,0.0,304.0,2078,5.69,5.27,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1764000.45,Corporate,Rental,East,811959,363532,3,1,Low Engagement Customer,25,446
C0177,28,2019-04-01,2024-12-25,35762840.4,77.59,0.0,200.0,2095,5.74,4.88,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1277244.3,Dealer,Construction,West,100097,9054,1,1,Low Engagement Customer,25,447
C0322,28,2019-04-10,2024-12-10,40996678.0,76.7,2.0,207.0,2071,5.67,4.94,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1464167.07,Government,Construction,West,975830,17767,2,1,Low Engagement Customer,25,448
C0146,30,2019-01-20,2024-12-31,61245406.2,74.9,1.0,271.0,2172,5.95,5.04,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,2041513.54,Retail,Mining,West,21418,15972,3,1,Low Engagement Customer,25,449
C0170,27,2019-03-21,2024-12-20,38882680.4,80.81,0.0,436.0,2101,5.75,4.69,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1440099.27,Government,Construction,South,1285103,765704,4,1,Low Engagement Customer,25,450
C0171,30,2019-04-27,2024-10-19,55348450.2,69.03,2.0,344.0,2002,5.48,5.47,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1844948.34,Fleet Owner,Construction,South,687863,7826,3,1,Low Engagement Customer,25,451
C0174,29,2019-01-11,2024-12-03,29793255.0,76.89,3.0,232.0,2153,5.89,4.92,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1027353.62,Government,Mining,West,1316961,123349,2,1,Low Engagement Customer,25,452
C0376,29,2019-07-01,2024-11-24,52106248.6,70.46,1.0,294.0,1973,5.4,5.37,Moderate Frequency Customer,Long Purchase Gap,Repeat Customer,1796767.19,Retail,Construction,North,37739,31805,5,1,Low Engagement Customer,25,453
